x,y,height,slope,buildable,distance_to_road,density,type,is_tower
16,35,0.145,0.285,True,4,none,empty,False
17,35,0.43,0.303,True,3,none,empty,False
18,35,0.733,0.303,True,2,none,empty,False
19,35,1.021,0.288,True,1,none,empty,False
20,35,1.26,0.239,True,0,none,empty,False
21,35,1.42,0.196,True,1,none,empty,False
22,35,1.482,0.191,True,2,none,empty,False
23,35,1.435,0.183,True,3,none,empty,False
24,35,1.28,0.247,True,4,none,empty,False
25,35,1.033,0.315,True,5,none,empty,False
26,35,0.718,0.353,True,6,none,empty,False
27,35,0.365,0.354,True,7,none,empty,False
28,35,0.011,0.354,True,8,none,empty,False
29,35,-0.31,0.321,True,9,none,empty,False
30,35,-0.566,0.256,True,10,none,empty,False
31,35,-0.735,0.169,True,11,none,empty,False
32,35,-0.804,0.069,True,12,none,empty,False
33,35,-0.774,0.118,True,13,none,empty,False
34,35,-0.656,0.184,True,14,none,empty,False
35,35,-0.472,0.221,True,15,none,empty,False
36,35,-0.251,0.223,True,15,none,empty,False
37,35,-0.028,0.223,True,15,none,empty,False
38,35,0.166,0.194,True,15,none,empty,False
39,35,0.301,0.135,True,15,none,empty,False
0,36,-0.348,0.304,True,16,none,empty,False
1,36,-0.044,0.304,True,16,none,empty,False
2,36,0.233,0.277,True,16,none,empty,False
3,36,0.452,0.219,True,16,none,empty,False
4,36,0.592,0.14,True,16,none,empty,False
5,36,0.643,0.062,True,15,none,empty,False
6,36,0.603,0.12,True,14,none,empty,False
7,36,0.483,0.177,True,13,none,empty,False
8,36,0.306,0.207,True,12,none,empty,False
9,36,0.099,0.207,True,11,none,empty,False
10,36,-0.106,0.205,True,10,none,empty,False
11,36,-0.276,0.17,True,9,none,empty,False
12,36,-0.385,0.109,True,8,none,empty,False
13,36,-0.413,0.086,True,7,none,empty,False
14,36,-0.35,0.152,True,6,none,empty,False
15,36,-0.198,0.226,True,5,none,empty,False
16,36,0.028,0.278,True,4,none,empty,False
17,36,0.306,0.299,True,3,none,empty,False
18,36,0.605,0.299,True,2,none,empty,False
19,36,0.891,0.286,True,1,none,empty,False
20,36,1.129,0.238,True,0,none,empty,False
21,36,1.292,0.163,True,1,none,empty,False
22,36,1.359,0.123,True,2,none,empty,False
23,36,1.318,0.145,True,3,none,empty,False
24,36,1.173,0.237,True,4,none,empty,False
25,36,0.936,0.304,True,5,none,empty,False
26,36,0.632,0.34,True,6,none,empty,False
27,36,0.292,0.341,True,7,none,empty,False
28,36,-0.049,0.341,True,8,none,empty,False
29,36,-0.356,0.307,True,9,none,empty,False
30,36,-0.598,0.242,True,10,none,empty,False
31,36,-0.753,0.155,True,11,none,empty,False
32,36,-0.81,0.057,True,12,none,empty,False
33,36,-0.768,0.129,True,13,none,empty,False
34,36,-0.639,0.194,True,14,none,empty,False
35,36,-0.445,0.23,True,15,none,empty,False
36,36,-0.215,0.232,True,16,none,empty,False
37,36,0.017,0.232,True,16,none,empty,False
38,36,0.218,0.201,True,16,none,empty,False
39,36,0.359,0.141,True,16,none,empty,False
0,37,-0.251,0.299,True,17,none,empty,False
1,37,0.048,0.299,True,17,none,empty,False
2,37,0.319,0.271,True,17,none,empty,False
3,37,0.531,0.212,True,17,none,empty,False
4,37,0.663,0.132,True,16,none,empty,False
5,37,0.705,0.097,True,15,none,empty,False
6,37,0.655,0.13,True,14,none,empty,False
7,37,0.525,0.189,True,13,none,empty,False
8,37,0.336,0.219,True,12,none,empty,False
9,37,0.117,0.219,True,11,none,empty,False
10,37,-0.099,0.216,True,10,none,empty,False
11,37,-0.282,0.183,True,9,none,empty,False
12,37,-0.403,0.121,True,8,none,empty,False
13,37,-0.442,0.053,True,7,none,empty,False
14,37,-0.389,0.142,True,6,none,empty,False
15,37,-0.247,0.219,True,5,none,empty,False
16,37,-0.028,0.272,True,4,none,empty,False
17,37,0.244,0.295,True,3,none,empty,False
18,37,0.539,0.295,True,2,none,empty,False
19,37,0.822,0.283,True,1,none,empty,False
20,37,1.061,0.239,True,0,none,empty,False
21,37,1.226,0.165,True,1,none,empty,False
22,37,1.296,0.07,True,2,none,empty,False
23,37,1.262,0.138,True,3,none,empty,False
24,37,1.124,0.227,True,4,none,empty,False
25,37,0.897,0.294,True,5,none,empty,False
26,37,0.603,0.329,True,6,none,empty,False
27,37,0.274,0.329,True,7,none,empty,False
28,37,-0.055,0.329,True,8,none,empty,False
29,37,-0.349,0.294,True,9,none,empty,False
30,37,-0.58,0.231,True,10,none,empty,False
31,37,-0.723,0.143,True,11,none,empty,False
32,37,-0.769,0.08,True,12,none,empty,False
33,37,-0.716,0.139,True,13,none,empty,False
34,37,-0.577,0.203,True,14,none,empty,False
35,37,-0.374,0.238,True,15,none,empty,False
36,37,-0.136,0.239,True,16,none,empty,False
37,37,0.103,0.239,True,17,none,empty,False
38,37,0.31,0.207,True,17,none,empty,False
39,37,0.456,0.146,True,17,none,empty,False
0,38,-0.123,0.295,True,18,none,empty,False
1,38,0.172,0.295,True,18,none,empty,False
2,38,0.437,0.265,True,18,none,empty,False
3,38,0.643,0.206,True,17,none,empty,False
4,38,0.768,0.128,True,16,none,empty,False
5,38,0.802,0.12,True,15,none,empty,False
6,38,0.743,0.139,True,14,none,empty,False
7,38,0.604,0.198,True,13,none,empty,False
8,38,0.406,0.229,True,12,none,empty,False
9,38,0.177,0.229,True,11,none,empty,False
10,38,-0.051,0.228,True,10,none,empty,False
11,38,-0.244,0.193,True,9,none,empty,False
12,38,-0.375,0.131,True,8,none,empty,False
13,38,-0.423,0.053,True,7,none,empty,False
14,38,-0.38,0.135,True,6,none,empty,False
15,38,-0.245,0.212,True,5,none,empty,False
16,38,-0.033,0.267,True,4,none,empty,False
17,38,0.234,0.291,True,3,none,empty,False
18,38,0.525,0.291,True,2,none,empty,False
19,38,0.806,0.281,True,1,none,empty,False
20,38,1.045,0.239,True,0,none,empty,False
21,38,1.212,0.167,True,1,none,empty,False
22,38,1.286,0.074,True,2,none,empty,False
23,38,1.257,0.131,True,3,none,empty,False
24,38,1.126,0.22,True,4,none,empty,False
25,38,0.906,0.285,True,5,none,empty,False
26,38,0.621,0.319,True,6,none,empty,False
27,38,0.302,0.319,True,7,none,empty,False
28,38,-0.016,0.318,True,8,none,empty,False
29,38,-0.301,0.285,True,9,none,empty,False
30,38,-0.52,0.219,True,10,none,empty,False
31,38,-0.654,0.134,True,11,none,empty,False
32,38,-0.689,0.105,True,12,none,empty,False
33,38,-0.627,0.147,True,13,none,empty,False
34,38,-0.48,0.211,True,14,none,empty,False
35,38,-0.269,0.245,True,15,none,empty,False
36,38,-0.024,0.245,True,16,none,empty,False
37,38,0.221,0.245,True,17,none,empty,False
38,38,0.433,0.212,True,18,none,empty,False
39,38,0.584,0.151,True,18,none,empty,False
0,39,0.024,0.291,True,19,none,empty,False
1,39,0.315,0.291,True,19,none,empty,False
2,39,0.575,0.26,True,18,none,empty,False
3,39,0.776,0.201,True,17,none,empty,False
4,39,0.896,0.128,True,16,none,empty,False
5,39,0.922,0.12,True,15,none,empty,False
6,39,0.857,0.148,True,14,none,empty,False
7,39,0.709,0.206,True,13,none,empty,False
8,39,0.503,0.238,True,12,none,empty,False
9,39,0.265,0.238,True,11,none,empty,False
10,39,0.029,0.236,True,10,none,empty,False
11,39,-0.174,0.203,True,9,none,empty,False
12,39,-0.313,0.139,True,8,none,empty,False
13,39,-0.37,0.057,True,7,none,empty,False
14,39,-0.334,0.127,True,6,none,empty,False
15,39,-0.207,0.206,True,5,none,empty,False
16,39,-0.001,0.263,True,4,none,empty,False
17,39,0.262,0.288,True,3,none,empty,False
18,39,0.55,0.288,True,2,none,empty,False
19,39,0.83,0.28,True,1,none,empty,False
20,39,1.068,0.238,True,0,none,empty,False
21,39,1.237,0.169,True,1,none,empty,False
22,39,1.314,0.077,True,2,none,empty,False
23,39,1.289,0.125,True,3,none,empty,False
24,39,1.164,0.213,True,4,none,empty,False
25,39,0.951,0.277,True,5,none,empty,False
26,39,0.674,0.31,True,6,none,empty,False
27,39,0.364,0.31,True,7,none,empty,False
28,39,0.054,0.31,True,8,none,empty,False
29,39,-0.221,0.275,True,9,none,empty,False
30,39,-0.432,0.211,True,10,none,empty,False
31,39,-0.557,0.125,True,11,none,empty,False
32,39,-0.584,0.105,True,12,none,empty,False
33,39,-0.514,0.155,True,13,none,empty,False
34,39,-0.359,0.217,True,14,none,empty,False
35,39,-0.142,0.251,True,15,none,empty,False
36,39,0.109,0.251,True,16,none,empty,False
37,39,0.359,0.25,True,17,none,empty,False
38,39,0.576,0.217,True,18,none,empty,False
39,39,0.731,0.155,True,19,none,empty,False
