x,y,height,slope,buildable,distance_to_road,density,type,is_tower
11,20,3.27,0.137,True,0,none,empty,False
12,20,3.407,0.206,True,0,none,empty,False
13,20,3.613,0.278,True,0,none,empty,False
14,20,3.891,0.343,True,0,none,empty,False
15,20,4.234,0.387,True,0,none,empty,False
16,20,4.621,0.403,True,0,none,empty,False
17,20,5.024,0.403,True,0,none,empty,False
18,20,5.409,0.385,True,0,none,empty,False
19,20,5.738,0.329,True,0,none,empty,False
20,20,5.977,0.239,True,0,none,empty,False
21,20,6.096,0.123,True,0,none,empty,False
22,20,6.076,0.165,True,0,none,empty,False
23,20,5.911,0.307,True,0,none,empty,False
24,20,5.604,0.427,True,0,none,empty,False
25,20,5.177,0.52,True,0,none,empty,False
26,20,4.657,0.573,True,0,none,empty,False
27,20,4.084,0.586,True,0,none,empty,False
28,20,3.498,0.586,True,0,none,empty,False
29,20,2.94,0.558,True,0,none,empty,False
30,20,2.447,0.493,True,0,none,empty,False
31,20,2.047,0.4,True,0,none,empty,False
32,20,1.755,0.292,True,0,none,empty,False
33,20,1.576,0.179,True,0,none,empty,False
34,20,1.501,0.123,True,0,none,empty,False
35,20,1.509,0.123,True,0,none,empty,False
36,20,1.572,0.123,True,0,none,empty,False
37,20,1.656,0.122,True,0,none,empty,False
38,20,1.729,0.123,True,0,none,empty,False
39,20,1.76,0.122,True,0,none,empty,False
0,21,1.133,0.413,True,1,none,empty,False
1,21,1.546,0.413,True,1,none,empty,False
2,21,1.949,0.403,True,1,none,empty,False
3,21,2.313,0.364,True,1,none,empty,False
4,21,2.618,0.305,True,1,none,empty,False
5,21,2.852,0.234,True,1,none,empty,False
6,21,3.014,0.162,True,1,none,empty,False
7,21,3.112,0.098,True,1,none,empty,False
8,21,3.166,0.06,True,1,none,empty,False
9,21,3.201,0.057,True,1,none,empty,False
10,21,3.243,0.077,True,1,none,empty,False
11,21,3.32,0.133,True,1,none,empty,False
12,21,3.453,0.202,True,1,none,empty,False
13,21,3.655,0.276,True,1,none,empty,False
14,21,3.931,0.339,True,1,none,empty,False
15,21,4.27,0.385,True,1,none,empty,False
16,21,4.655,0.402,True,1,none,empty,False
17,21,5.057,0.402,True,1,none,empty,False
18,21,5.44,0.383,True,1,none,empty,False
19,21,5.769,0.329,True,1,none,empty,False
20,21,6.008,0.239,True,0,none,empty,False
21,21,6.127,0.119,True,1,none,empty,False
22,21,6.109,0.164,True,1,none,empty,False
23,21,5.945,0.304,True,1,none,empty,False
24,21,5.641,0.425,True,1,none,empty,False
25,21,5.216,0.516,True,1,none,empty,False
26,21,4.7,0.57,True,1,none,empty,False
27,21,4.13,0.583,True,1,none,empty,False
28,21,3.547,0.583,True,1,none,empty,False
29,21,2.993,0.554,True,1,none,empty,False
30,21,2.504,0.489,True,1,none,empty,False
31,21,2.107,0.397,True,1,none,empty,False
32,21,1.819,0.288,True,1,none,empty,False
33,21,1.643,0.176,True,1,none,empty,False
34,21,1.57,0.073,True,1,none,empty,False
35,21,1.581,0.072,True,1,none,empty,False
36,21,1.646,0.087,True,1,none,empty,False
37,21,1.733,0.087,True,1,none,empty,False
38,21,1.808,0.079,True,1,none,empty,False
39,21,1.84,0.08,True,1,none,empty,False
0,22,1.164,0.41,True,2,none,empty,False
1,22,1.574,0.41,True,2,none,empty,False
2,22,1.973,0.399,True,2,none,empty,False
3,22,2.333,0.36,True,2,none,empty,False
4,22,2.633,0.3,True,2,none,empty,False
5,22,2.862,0.229,True,2,none,empty,False
6,22,3.018,0.156,True,2,none,empty,False
7,22,3.11,0.092,True,2,none,empty,False
8,22,3.158,0.079,True,2,none,empty,False
9,22,3.185,0.089,True,2,none,empty,False
10,22,3.22,0.099,True,2,none,empty,False
11,22,3.29,0.126,True,2,none,empty,False
12,22,3.416,0.196,True,2,none,empty,False
13,22,3.612,0.269,True,2,none,empty,False
14,22,3.881,0.335,True,2,none,empty,False
15,22,4.216,0.38,True,2,none,empty,False
16,22,4.596,0.398,True,2,none,empty,False
17,22,4.994,0.398,True,2,none,empty,False
18,22,5.375,0.381,True,2,none,empty,False
19,22,5.703,0.328,True,1,none,empty,False
20,22,5.942,0.239,True,0,none,empty,False
21,22,6.063,0.161,True,1,none,empty,False
22,22,6.047,0.161,True,2,none,empty,False
23,22,5.886,0.299,True,2,none,empty,False
24,22,5.587,0.42,True,2,none,empty,False
25,22,5.167,0.51,True,2,none,empty,False
26,22,4.657,0.564,True,2,none,empty,False
27,22,4.093,0.576,True,2,none,empty,False
28,22,3.517,0.576,True,2,none,empty,False
29,22,2.97,0.547,True,2,none,empty,False
30,22,2.488,0.482,True,2,none,empty,False
31,22,2.098,0.39,True,2,none,empty,False
32,22,1.817,0.281,True,2,none,empty,False
33,22,1.647,0.17,True,2,none,empty,False
34,22,1.58,0.067,True,2,none,empty,False
35,22,1.596,0.07,True,2,none,empty,False
36,22,1.666,0.091,True,2,none,empty,False
37,22,1.757,0.091,True,2,none,empty,False
38,22,1.835,0.078,True,2,none,empty,False
39,22,1.871,0.036,True,2,none,empty,False
0,23,1.142,0.406,True,3,none,empty,False
1,23,1.548,0.406,True,3,none,empty,False
2,23,1.942,0.394,True,3,none,empty,False
3,23,2.296,0.354,True,3,none,empty,False
4,23,2.589,0.293,True,3,none,empty,False
5,23,2.81,0.221,True,3,none,empty,False
6,23,2.957,0.147,True,3,none,empty,False
7,23,3.041,0.134,True,3,none,empty,False
8,23,3.079,0.147,True,3,none,empty,False
9,23,3.096,0.159,True,3,none,empty,False
10,23,3.121,0.172,True,3,none,empty,False
11,23,3.181,0.186,True,3,none,empty,False
12,23,3.297,0.199,True,3,none,empty,False
13,23,3.483,0.261,True,3,none,empty,False
14,23,3.744,0.326,True,3,none,empty,False
15,23,4.07,0.374,True,3,none,empty,False
16,23,4.444,0.393,True,3,none,empty,False
17,23,4.837,0.393,True,3,none,empty,False
18,23,5.214,0.377,True,2,none,empty,False
19,23,5.54,0.326,True,1,none,empty,False
20,23,5.779,0.254,True,0,none,empty,False
21,23,5.902,0.252,True,1,none,empty,False
22,23,5.889,0.247,True,2,none,empty,False
23,23,5.734,0.293,True,3,none,empty,False
24,23,5.441,0.412,True,3,none,empty,False
25,23,5.029,0.501,True,3,none,empty,False
26,23,4.528,0.554,True,3,none,empty,False
27,23,3.974,0.566,True,3,none,empty,False
28,23,3.408,0.566,True,3,none,empty,False
29,23,2.871,0.537,True,3,none,empty,False
30,23,2.399,0.472,True,3,none,empty,False
31,23,2.019,0.38,True,3,none,empty,False
32,23,1.747,0.272,True,3,none,empty,False
33,23,1.587,0.16,True,3,none,empty,False
34,23,1.528,0.111,True,3,none,empty,False
35,23,1.552,0.102,True,3,none,empty,False
36,23,1.629,0.097,True,3,none,empty,False
37,23,1.726,0.097,True,3,none,empty,False
38,23,1.809,0.083,True,3,none,empty,False
39,23,1.849,0.073,True,3,none,empty,False
0,24,1.069,0.4,True,4,none,empty,False
1,24,1.469,0.4,True,4,none,empty,False
2,24,1.856,0.387,True,4,none,empty,False
3,24,2.202,0.346,True,4,none,empty,False
4,24,2.487,0.285,True,4,none,empty,False
5,24,2.698,0.211,True,4,none,empty,False
6,24,2.835,0.179,True,4,none,empty,False
7,24,2.907,0.193,True,4,none,empty,False
8,24,2.932,0.207,True,4,none,empty,False
9,24,2.937,0.223,True,4,none,empty,False
10,24,2.949,0.239,True,4,none,empty,False
11,24,2.995,0.254,True,4,none,empty,False
12,24,3.098,0.269,True,4,none,empty,False
13,24,3.272,0.284,True,4,none,empty,False
14,24,3.521,0.317,True,4,none,empty,False
15,24,3.838,0.365,True,4,none,empty,False
16,24,4.203,0.387,True,4,none,empty,False
17,24,4.59,0.387,True,3,none,empty,False
18,24,4.963,0.373,True,2,none,empty,False
19,24,5.286,0.335,True,1,none,empty,False
20,24,5.525,0.335,True,0,none,empty,False
21,24,5.65,0.333,True,1,none,empty,False
22,24,5.642,0.327,True,2,none,empty,False
23,24,5.493,0.319,True,3,none,empty,False
24,24,5.209,0.402,True,4,none,empty,False
25,24,4.807,0.49,True,4,none,empty,False
26,24,4.317,0.542,True,4,none,empty,False
27,24,3.775,0.553,True,4,none,empty,False
28,24,3.222,0.553,True,4,none,empty,False
29,24,2.699,0.523,True,4,none,empty,False
30,24,2.24,0.459,True,4,none,empty,False
31,24,1.873,0.367,True,4,none,empty,False
32,24,1.613,0.26,True,4,none,empty,False
33,24,1.464,0.179,True,4,none,empty,False
34,24,1.417,0.167,True,4,none,empty,False
35,24,1.45,0.155,True,4,none,empty,False
36,24,1.535,0.144,True,4,none,empty,False
37,24,1.64,0.135,True,4,none,empty,False
38,24,1.73,0.127,True,4,none,empty,False
39,24,1.776,0.12,True,4,none,empty,False
0,25,0.949,0.393,True,5,none,empty,False
1,25,1.342,0.393,True,5,none,empty,False
2,25,1.721,0.379,True,5,none,empty,False
3,25,2.058,0.337,True,5,none,empty,False
4,25,2.333,0.275,True,5,none,empty,False
5,25,2.532,0.211,True,5,none,empty,False
6,25,2.656,0.225,True,5,none,empty,False
7,25,2.714,0.241,True,5,none,empty,False
8,25,2.725,0.258,True,5,none,empty,False
9,25,2.714,0.274,True,5,none,empty,False
10,25,2.71,0.292,True,5,none,empty,False
11,25,2.741,0.31,True,5,none,empty,False
12,25,2.829,0.327,True,5,none,empty,False
13,25,2.988,0.343,True,5,none,empty,False
14,25,3.224,0.359,True,5,none,empty,False
15,25,3.529,0.372,True,5,none,empty,False
16,25,3.884,0.383,True,4,none,empty,False
17,25,4.263,0.393,True,3,none,empty,False
18,25,4.63,0.398,True,2,none,empty,False
19,25,4.951,0.401,True,1,none,empty,False
20,25,5.19,0.402,True,0,none,empty,False
21,25,5.317,0.398,True,1,none,empty,False
22,25,5.315,0.392,True,2,none,empty,False
23,25,5.174,0.384,True,3,none,empty,False
24,25,4.9,0.39,True,4,none,empty,False
25,25,4.51,0.477,True,5,none,empty,False
26,25,4.033,0.527,True,5,none,empty,False
27,25,3.506,0.538,True,5,none,empty,False
28,25,2.968,0.538,True,5,none,empty,False
29,25,2.46,0.508,True,5,none,empty,False
30,25,2.017,0.443,True,5,none,empty,False
31,25,1.665,0.352,True,5,none,empty,False
32,25,1.42,0.245,True,5,none,empty,False
33,25,1.285,0.225,True,5,none,empty,False
34,25,1.25,0.211,True,5,none,empty,False
35,25,1.295,0.198,True,5,none,empty,False
36,25,1.391,0.186,True,5,none,empty,False
37,25,1.505,0.176,True,5,none,empty,False
38,25,1.603,0.167,True,5,none,empty,False
39,25,1.656,0.159,True,5,none,empty,False
0,26,0.79,0.385,True,6,none,empty,False
1,26,1.175,0.385,True,6,none,empty,False
2,26,1.545,0.37,True,6,none,empty,False
3,26,1.872,0.327,True,6,none,empty,False
4,26,2.135,0.263,True,6,none,empty,False
5,26,2.321,0.243,True,6,none,empty,False
6,26,2.431,0.259,True,6,none,empty,False
7,26,2.473,0.276,True,6,none,empty,False
8,26,2.467,0.293,True,6,none,empty,False
9,26,2.44,0.313,True,6,none,empty,False
10,26,2.418,0.332,True,6,none,empty,False
11,26,2.431,0.351,True,6,none,empty,False
12,26,2.502,0.37,True,6,none,empty,False
13,26,2.645,0.388,True,6,none,empty,False
14,26,2.865,0.403,True,6,none,empty,False
15,26,3.157,0.419,True,5,none,empty,False
16,26,3.501,0.431,True,4,none,empty,False
17,26,3.87,0.44,True,3,none,empty,False
18,26,4.232,0.447,True,2,none,empty,False
19,26,4.55,0.451,True,1,none,empty,False
20,26,4.788,0.45,True,0,none,empty,False
21,26,4.919,0.447,True,1,none,empty,False
22,26,4.923,0.441,True,2,none,empty,False
23,26,4.79,0.43,True,3,none,empty,False
24,26,4.527,0.418,True,4,none,empty,False
25,26,4.151,0.461,True,5,none,empty,False
26,26,3.69,0.511,True,6,none,empty,False
27,26,3.179,0.521,True,6,none,empty,False
28,26,2.658,0.521,True,6,none,empty,False
29,26,2.168,0.49,True,6,none,empty,False
30,26,1.742,0.426,True,6,none,empty,False
31,26,1.408,0.334,True,6,none,empty,False
32,26,1.179,0.275,True,6,none,empty,False
33,26,1.06,0.259,True,6,none,empty,False
34,26,1.039,0.243,True,6,none,empty,False
35,26,1.097,0.229,True,6,none,empty,False
36,26,1.205,0.216,True,6,none,empty,False
37,26,1.329,0.205,True,6,none,empty,False
38,26,1.436,0.195,True,6,none,empty,False
39,26,1.497,0.187,True,6,none,empty,False
0,27,0.603,0.377,True,7,none,empty,False
1,27,0.98,0.377,True,7,none,empty,False
2,27,1.34,0.36,True,7,none,empty,False
3,27,1.656,0.316,True,7,none,empty,False
4,27,1.906,0.25,True,7,none,empty,False
5,27,2.078,0.262,True,7,none,empty,False
6,27,2.172,0.278,True,7,none,empty,False
7,27,2.197,0.296,True,7,none,empty,False
8,27,2.174,0.315,True,7,none,empty,False
9,27,2.127,0.334,True,7,none,empty,False
10,27,2.086,0.354,True,7,none,empty,False
11,27,2.08,0.374,True,7,none,empty,False
12,27,2.132,0.394,True,7,none,empty,False
13,27,2.257,0.412,True,7,none,empty,False
14,27,2.462,0.43,True,6,none,empty,False
15,27,2.738,0.445,True,5,none,empty,False
16,27,3.07,0.458,True,4,none,empty,False
17,27,3.43,0.468,True,3,none,empty,False
18,27,3.785,0.475,True,2,none,empty,False
19,27,4.099,0.478,True,1,none,empty,False
20,27,4.338,0.479,True,0,none,empty,False
21,27,4.472,0.475,True,1,none,empty,False
22,27,4.482,0.468,True,2,none,empty,False
23,27,4.36,0.458,True,3,none,empty,False
24,27,4.109,0.445,True,4,none,empty,False
25,27,3.747,0.445,True,5,none,empty,False
26,27,3.302,0.493,True,6,none,empty,False
27,27,2.809,0.501,True,7,none,empty,False
28,27,2.308,0.501,True,7,none,empty,False
29,27,1.836,0.472,True,7,none,empty,False
30,27,1.43,0.406,True,7,none,empty,False
31,27,1.114,0.316,True,7,none,empty,False
32,27,0.904,0.296,True,7,none,empty,False
33,27,0.801,0.278,True,7,none,empty,False
34,27,0.796,0.262,True,7,none,empty,False
35,27,0.868,0.246,True,7,none,empty,False
36,27,0.989,0.234,True,7,none,empty,False
37,27,1.124,0.221,True,7,none,empty,False
38,27,1.241,0.211,True,7,none,empty,False
39,27,1.31,0.202,True,7,none,empty,False
0,28,0.401,0.367,True,8,none,empty,False
1,28,0.768,0.367,True,8,none,empty,False
2,28,1.119,0.351,True,8,none,empty,False
3,28,1.422,0.303,True,8,none,empty,False
4,28,1.659,0.249,True,8,none,empty,False
5,28,1.816,0.264,True,8,none,empty,False
6,28,1.894,0.282,True,8,none,empty,False
7,28,1.901,0.299,True,8,none,empty,False
8,28,1.859,0.318,True,8,none,empty,False
9,28,1.793,0.339,True,8,none,empty,False
10,28,1.732,0.359,True,8,none,empty,False
11,28,1.706,0.38,True,8,none,empty,False
12,28,1.738,0.4,True,8,none,empty,False
13,28,1.845,0.419,True,7,none,empty,False
14,28,2.032,0.437,True,6,none,empty,False
15,28,2.293,0.452,True,5,none,empty,False
16,28,2.612,0.466,True,4,none,empty,False
17,28,2.962,0.476,True,3,none,empty,False
18,28,3.31,0.483,True,2,none,empty,False
19,28,3.621,0.487,True,1,none,empty,False
20,28,3.859,0.486,True,0,none,empty,False
21,28,3.997,0.483,True,1,none,empty,False
22,28,4.014,0.476,True,2,none,empty,False
23,28,3.902,0.466,True,3,none,empty,False
24,28,3.664,0.453,True,4,none,empty,False
25,28,3.317,0.436,True,5,none,empty,False
26,28,2.889,0.474,True,6,none,empty,False
27,28,2.415,0.482,True,7,none,empty,False
28,28,1.933,0.482,True,8,none,empty,False
29,28,1.482,0.451,True,8,none,empty,False
30,28,1.096,0.386,True,8,none,empty,False
31,28,0.8,0.319,True,8,none,empty,False
32,28,0.608,0.299,True,8,none,empty,False
33,28,0.523,0.281,True,8,none,empty,False
34,28,0.534,0.264,True,8,none,empty,False
35,28,0.622,0.25,True,8,none,empty,False
36,28,0.755,0.235,True,8,none,empty,False
37,28,0.903,0.224,True,8,none,empty,False
38,28,1.03,0.213,True,8,none,empty,False
39,28,1.108,0.204,True,8,none,empty,False
0,29,0.197,0.359,True,9,none,empty,False
1,29,0.556,0.359,True,9,none,empty,False
2,29,0.895,0.339,True,9,none,empty,False
3,29,1.187,0.292,True,9,none,empty,False
4,29,1.41,0.249,True,9,none,empty,False
5,29,1.552,0.264,True,9,none,empty,False
6,29,1.612,0.282,True,9,none,empty,False
7,29,1.602,0.299,True,9,none,empty,False
8,29,1.541,0.318,True,9,none,empty,False
9,29,1.454,0.339,True,9,none,empty,False
10,29,1.373,0.359,True,9,none,empty,False
11,29,1.326,0.38,True,9,none,empty,False
12,29,1.338,0.4,True,8,none,empty,False
13,29,1.426,0.419,True,7,none,empty,False
14,29,1.595,0.437,True,6,none,empty,False
15,29,1.841,0.452,True,5,none,empty,False
16,29,2.146,0.466,True,4,none,empty,False
17,29,2.486,0.476,True,3,none,empty,False
18,29,2.827,0.483,True,2,none,empty,False
19,29,3.134,0.487,True,1,none,empty,False
20,29,3.373,0.486,True,0,none,empty,False
21,29,3.514,0.483,True,1,none,empty,False
22,29,3.538,0.476,True,2,none,empty,False
23,29,3.436,0.466,True,3,none,empty,False
24,29,3.211,0.453,True,4,none,empty,False
25,29,2.881,0.436,True,5,none,empty,False
26,29,2.47,0.455,True,6,none,empty,False
27,29,2.015,0.461,True,7,none,empty,False
28,29,1.554,0.461,True,8,none,empty,False
29,29,1.123,0.431,True,9,none,empty,False
30,29,0.757,0.366,True,9,none,empty,False
31,29,0.481,0.319,True,9,none,empty,False
32,29,0.309,0.299,True,9,none,empty,False
33,29,0.242,0.281,True,9,none,empty,False
34,29,0.27,0.264,True,9,none,empty,False
35,29,0.372,0.25,True,9,none,empty,False
36,29,0.52,0.235,True,9,none,empty,False
37,29,0.679,0.224,True,9,none,empty,False
38,29,0.817,0.213,True,9,none,empty,False
39,29,0.904,0.204,True,9,none,empty,False
0,30,0.005,0.35,True,10,none,empty,False
1,30,0.355,0.35,True,10,none,empty,False
2,30,0.684,0.329,True,10,none,empty,False
3,30,0.964,0.28,True,10,none,empty,False
4,30,1.173,0.237,True,10,none,empty,False
5,30,1.3,0.252,True,10,none,empty,False
6,30,1.344,0.268,True,10,none,empty,False
7,30,1.315,0.287,True,10,none,empty,False
8,30,1.235,0.306,True,10,none,empty,False
9,30,1.128,0.326,True,10,none,empty,False
10,30,1.027,0.346,True,10,none,empty,False
11,30,0.959,0.367,True,9,none,empty,False
12,30,0.951,0.387,True,8,none,empty,False
13,30,1.019,0.407,True,7,none,empty,False
14,30,1.171,0.424,True,6,none,empty,False
15,30,1.401,0.44,True,5,none,empty,False
16,30,1.694,0.452,True,4,none,empty,False
17,30,2.023,0.463,True,3,none,empty,False
18,30,2.357,0.47,True,2,none,empty,False
19,30,2.661,0.473,True,1,none,empty,False
20,30,2.9,0.473,True,0,none,empty,False
21,30,3.044,0.47,True,1,none,empty,False
22,30,3.075,0.463,True,2,none,empty,False
23,30,2.983,0.453,True,3,none,empty,False
24,30,2.772,0.439,True,4,none,empty,False
25,30,2.457,0.424,True,5,none,empty,False
26,30,2.064,0.436,True,6,none,empty,False
27,30,1.628,0.442,True,7,none,empty,False
28,30,1.186,0.442,True,8,none,empty,False
29,30,0.776,0.41,True,9,none,empty,False
30,30,0.431,0.345,True,10,none,empty,False
31,30,0.175,0.306,True,10,none,empty,False
32,30,0.022,0.287,True,10,none,empty,False
33,30,-0.027,0.269,True,10,none,empty,False
34,30,0.018,0.252,True,10,none,empty,False
35,30,0.136,0.236,True,10,none,empty,False
36,30,0.297,0.223,True,10,none,empty,False
37,30,0.468,0.211,True,10,none,empty,False
38,30,0.616,0.201,True,10,none,empty,False
39,30,0.712,0.192,True,10,none,empty,False
0,31,-0.161,0.341,True,11,none,empty,False
1,31,0.18,0.341,True,11,none,empty,False
2,31,0.499,0.319,True,11,none,empty,False
3,31,0.767,0.268,True,11,none,empty,False
4,31,0.962,0.211,True,11,none,empty,False
5,31,1.074,0.226,True,11,none,empty,False
6,31,1.102,0.242,True,11,none,empty,False
7,31,1.056,0.259,True,11,none,empty,False
8,31,0.956,0.279,True,11,none,empty,False
9,31,0.83,0.298,True,11,none,empty,False
10,31,0.709,0.318,True,10,none,empty,False
11,31,0.621,0.338,True,9,none,empty,False
12,31,0.593,0.358,True,8,none,empty,False
13,31,0.643,0.376,True,7,none,empty,False
14,31,0.777,0.394,True,6,none,empty,False
15,31,0.992,0.409,True,5,none,empty,False
16,31,1.272,0.422,True,4,none,empty,False
17,31,1.591,0.432,True,3,none,empty,False
18,31,1.919,0.438,True,2,none,empty,False
19,31,2.219,0.442,True,1,none,empty,False
20,31,2.457,0.443,True,0,none,empty,False
21,31,2.606,0.438,True,1,none,empty,False
22,31,2.644,0.431,True,2,none,empty,False
23,31,2.562,0.421,True,3,none,empty,False
24,31,2.363,0.409,True,4,none,empty,False
25,31,2.063,0.394,True,5,none,empty,False
26,31,1.688,0.418,True,6,none,empty,False
27,31,1.27,0.422,True,7,none,empty,False
28,31,0.848,0.422,True,8,none,empty,False
29,31,0.459,0.389,True,9,none,empty,False
30,31,0.133,0.326,True,10,none,empty,False
31,31,-0.103,0.278,True,11,none,empty,False
32,31,-0.238,0.26,True,11,none,empty,False
33,31,-0.269,0.242,True,11,none,empty,False
34,31,-0.207,0.225,True,11,none,empty,False
35,31,-0.075,0.211,True,11,none,empty,False
36,31,0.1,0.197,True,11,none,empty,False
37,31,0.283,0.185,True,11,none,empty,False
38,31,0.441,0.175,True,11,none,empty,False
39,31,0.546,0.166,True,11,none,empty,False
0,32,-0.292,0.333,True,12,none,empty,False
1,32,0.041,0.333,True,12,none,empty,False
2,32,0.35,0.309,True,12,none,empty,False
3,32,0.607,0.257,True,12,none,empty,False
4,32,0.789,0.182,True,12,none,empty,False
5,32,0.887,0.187,True,12,none,empty,False
6,32,0.899,0.203,True,12,none,empty,False
7,32,0.836,0.22,True,12,none,empty,False
8,32,0.718,0.238,True,12,none,empty,False
9,32,0.574,0.256,True,11,none,empty,False
10,32,0.433,0.276,True,10,none,empty,False
11,32,0.326,0.295,True,9,none,empty,False
12,32,0.279,0.314,True,8,none,empty,False
13,32,0.311,0.332,True,7,none,empty,False
14,32,0.429,0.348,True,6,none,empty,False
15,32,0.629,0.363,True,5,none,empty,False
16,32,0.897,0.375,True,4,none,empty,False
17,32,1.206,0.385,True,3,none,empty,False
18,32,1.527,0.392,True,2,none,empty,False
19,32,1.824,0.395,True,1,none,empty,False
20,32,2.063,0.394,True,0,none,empty,False
21,32,2.214,0.392,True,1,none,empty,False
22,32,2.259,0.385,True,2,none,empty,False
23,32,2.186,0.376,True,3,none,empty,False
24,32,2.0,0.363,True,4,none,empty,False
25,32,1.715,0.359,True,5,none,empty,False
26,32,1.356,0.399,True,6,none,empty,False
27,32,0.957,0.404,True,7,none,empty,False
28,32,0.553,0.404,True,8,none,empty,False
29,32,0.183,0.37,True,9,none,empty,False
30,32,-0.123,0.306,True,10,none,empty,False
31,32,-0.341,0.238,True,11,none,empty,False
32,32,-0.458,0.22,True,12,none,empty,False
33,32,-0.472,0.203,True,12,none,empty,False
34,32,-0.395,0.188,True,12,none,empty,False
35,32,-0.248,0.187,True,12,none,empty,False
36,32,-0.061,0.195,True,12,none,empty,False
37,32,0.134,0.195,True,12,none,empty,False
38,32,0.302,0.168,True,12,none,empty,False
39,32,0.415,0.131,True,12,none,empty,False
0,33,-0.379,0.325,True,13,none,empty,False
1,33,-0.054,0.325,True,13,none,empty,False
2,33,0.246,0.3,True,13,none,empty,False
3,33,0.492,0.246,True,13,none,empty,False
4,33,0.663,0.171,True,13,none,empty,False
5,33,0.747,0.14,True,13,none,empty,False
6,33,0.744,0.155,True,13,none,empty,False
7,33,0.665,0.171,True,13,none,empty,False
8,33,0.531,0.187,True,12,none,empty,False
9,33,0.368,0.206,True,11,none,empty,False
10,33,0.209,0.224,True,10,none,empty,False
11,33,0.084,0.242,True,9,none,empty,False
12,33,0.02,0.259,True,8,none,empty,False
13,33,0.035,0.276,True,7,none,empty,False
14,33,0.137,0.292,True,6,none,empty,False
15,33,0.324,0.305,True,5,none,empty,False
16,33,0.579,0.318,True,4,none,empty,False
17,33,0.88,0.326,True,3,none,empty,False
18,33,1.195,0.332,True,2,none,empty,False
19,33,1.488,0.336,True,1,none,empty,False
20,33,1.727,0.336,True,0,none,empty,False
21,33,1.882,0.332,True,1,none,empty,False
22,33,1.932,0.327,True,2,none,empty,False
23,33,1.869,0.317,True,3,none,empty,False
24,33,1.694,0.306,True,4,none,empty,False
25,33,1.423,0.343,True,5,none,empty,False
26,33,1.08,0.383,True,6,none,empty,False
27,33,0.697,0.385,True,7,none,empty,False
28,33,0.312,0.385,True,8,none,empty,False
29,33,-0.041,0.353,True,9,none,empty,False
30,33,-0.329,0.288,True,10,none,empty,False
31,33,-0.529,0.2,True,11,none,empty,False
32,33,-0.628,0.17,True,12,none,empty,False
33,33,-0.626,0.154,True,13,none,empty,False
34,33,-0.535,0.161,True,13,none,empty,False
35,33,-0.374,0.199,True,13,none,empty,False
36,33,-0.175,0.205,True,13,none,empty,False
37,33,0.03,0.205,True,13,none,empty,False
38,33,0.207,0.177,True,13,none,empty,False
39,33,0.328,0.121,True,13,none,empty,False
0,34,-0.417,0.318,True,14,none,empty,False
1,34,-0.099,0.318,True,14,none,empty,False
2,34,0.192,0.291,True,14,none,empty,False
3,34,0.428,0.236,True,14,none,empty,False
4,34,0.588,0.16,True,14,none,empty,False
5,34,0.66,0.087,True,14,none,empty,False
6,34,0.643,0.101,True,14,none,empty,False
7,34,0.549,0.15,True,13,none,empty,False
8,34,0.399,0.179,True,12,none,empty,False
9,34,0.22,0.179,True,11,none,empty,False
10,34,0.044,0.176,True,10,none,empty,False
11,34,-0.097,0.181,True,9,none,empty,False
12,34,-0.178,0.198,True,8,none,empty,False
13,34,-0.179,0.214,True,7,none,empty,False
14,34,-0.091,0.228,True,6,none,empty,False
15,34,0.083,0.245,True,5,none,empty,False
16,34,0.328,0.292,True,4,none,empty,False
17,34,0.62,0.309,True,3,none,empty,False
18,34,0.929,0.309,True,2,none,empty,False
19,34,1.22,0.291,True,1,none,empty,False
20,34,1.458,0.269,True,0,none,empty,False
21,34,1.616,0.266,True,1,none,empty,False
22,34,1.673,0.259,True,2,none,empty,False
23,34,1.618,0.251,True,3,none,empty,False
24,34,1.454,0.259,True,4,none,empty,False
25,34,1.195,0.329,True,5,none,empty,False
26,34,0.866,0.367,True,6,none,empty,False
27,34,0.499,0.369,True,7,none,empty,False
28,34,0.13,0.369,True,8,none,empty,False
29,34,-0.206,0.336,True,9,none,empty,False
30,34,-0.477,0.271,True,10,none,empty,False
31,34,-0.661,0.184,True,11,none,empty,False
32,34,-0.744,0.116,True,12,none,empty,False
33,34,-0.728,0.106,True,13,none,empty,False
34,34,-0.622,0.173,True,14,none,empty,False
35,34,-0.449,0.21,True,14,none,empty,False
36,34,-0.239,0.215,True,14,none,empty,False
37,34,-0.024,0.215,True,14,none,empty,False
38,34,0.162,0.186,True,14,none,empty,False
39,34,0.29,0.128,True,14,none,empty,False
0,35,-0.406,0.311,True,15,none,empty,False
1,35,-0.095,0.311,True,15,none,empty,False
2,35,0.188,0.283,True,15,none,empty,False
3,35,0.416,0.228,True,15,none,empty,False
4,35,0.565,0.149,True,15,none,empty,False
5,35,0.626,0.061,True,15,none,empty,False
6,35,0.597,0.108,True,14,none,empty,False
7,35,0.489,0.164,True,13,none,empty,False
8,35,0.325,0.194,True,12,none,empty,False
9,35,0.131,0.194,True,11,none,empty,False
10,35,-0.06,0.191,True,10,none,empty,False
11,35,-0.217,0.157,True,9,none,empty,False
12,35,-0.312,0.134,True,8,none,empty,False
13,35,-0.327,0.148,True,7,none,empty,False
14,35,-0.252,0.162,True,6,none,empty,False
15,35,-0.09,0.235,True,5,none,empty,False
