x,y,z,scale,macro_x,macro_y,micro_x,micro_y,parcel_id
14.9127,-1.0778,0.808,0.1255,11,2,3,3,57
15.3412,-1.1272,0.751,0.1231,12,2,0,3,57
15.781,-1.142,0.696,0.1199,12,2,1,3,57
16.2305,-1.1445,0.641,0.136,12,2,2,3,57
16.6868,-1.1478,0.587,0.1267,12,2,3,3,57
18.1309,-1.1956,0.426,0.1016,13,2,2,3,59
18.6351,-1.2232,0.374,0.0764,13,2,3,3,59
19.1438,-1.253,0.326,0.1085,14,2,0,3,59
19.6509,-1.282,0.28,0.1202,14,2,1,3,59
20.1509,-1.3075,0.238,0.1214,14,2,2,3,59
20.6394,-1.327,0.201,0.0885,14,2,3,3,59
-5.2578,-0.9059,0.49,0.0812,0,3,0,0,52
-4.8132,-0.9031,0.537,0.0909,0,3,1,0,52
-4.378,-0.8952,0.585,0.1101,0,3,2,0,52
-3.9547,-0.8811,0.633,0.1041,0,3,3,0,52
-3.5422,-0.8612,0.682,0.0843,1,3,0,0,52
-3.1378,-0.837,0.731,0.1019,1,3,1,0,52
-2.7371,-0.8109,0.782,0.135,1,3,2,0,52
-1.5096,-0.7459,0.94,0.1416,2,3,1,0,50
-1.0802,-0.7349,0.995,0.1116,2,3,2,0,50
-0.6378,-0.7278,1.052,0.1161,2,3,3,0,50
-0.1796,-0.7151,1.11,0.0816,3,3,0,0,50
0.2941,-0.6896,1.171,0.0879,3,3,1,0,50
1.7773,-0.5762,1.354,0.1264,4,3,0,0,21
3.3151,-0.4435,1.516,0.1474,4,3,3,0,28
3.8178,-0.4038,1.559,0.0924,5,3,0,0,28
4.3072,-0.3699,1.595,0.1213,5,3,1,0,28
4.7801,-0.3429,1.623,0.1197,5,3,2,0,28
5.2364,-0.3231,1.644,0.114,5,3,3,0,28
7.7388,-0.0601,1.676,0.1465,7,3,1,0,45
8.1123,0.0592,1.676,0.149,7,3,2,0,45
9.2269,0.4112,1.651,0.104,8,3,1,0,54
9.6172,0.4867,1.627,0.119,8,3,2,0,54
10.024,0.5291,1.592,0.0782,8,3,3,0,54
10.4475,0.54,1.548,0.1077,9,3,0,0,54
10.883,0.5295,1.496,0.1404,9,3,1,0,54
12.1605,0.3775,1.312,0.1121,10,3,0,0,53
12.5547,0.2633,1.246,0.1395,10,3,1,0,53
12.9347,0.1204,1.178,0.0889,10,3,2,0,53
13.307,-0.0409,1.11,0.1132,10,3,3,0,53
13.6803,-0.2072,1.043,0.1129,11,3,0,0,53
14.8896,-0.6059,0.846,0.084,11,3,3,0,57
15.3324,-0.6712,0.782,0.119,12,3,0,0,57
15.7799,-0.6942,0.723,0.0897,12,3,1,0,57
16.2296,-0.697,0.665,0.1101,12,3,2,0,57
16.686,-0.7002,0.609,0.0874,12,3,3,0,57
18.1305,-0.748,0.44,0.1023,13,3,2,0,59
18.635,-0.7755,0.387,0.0955,13,3,3,0,59
19.144,-0.8053,0.336,0.0952,14,3,0,0,59
19.6514,-0.8344,0.288,0.0881,14,3,1,0,59
20.1517,-0.8598,0.245,0.1342,14,3,2,0,59
20.6403,-0.8793,0.206,0.1342,14,3,3,0,59
-5.2621,-0.4558,0.502,0.0834,0,3,0,1,52
-4.8174,-0.453,0.551,0.0841,0,3,1,1,52
-4.3822,-0.4448,0.601,0.1241,0,3,2,1,52
-3.9587,-0.4302,0.652,0.1285,0,3,3,1,52
-3.5462,-0.4095,0.703,0.0775,1,3,0,1,52
-3.1416,-0.3845,0.755,0.0943,1,3,1,1,52
-2.7406,-0.3575,0.807,0.1365,1,3,2,1,52
-1.5125,-0.2902,0.973,0.1452,2,3,1,1,50
-1.0813,-0.2772,1.032,0.1458,2,3,2,1,50
-0.629,-0.2605,1.093,0.1451,2,3,3,1,50
-0.1574,-0.2342,1.158,0.0915,3,3,0,1,50
0.3213,-0.2033,1.222,0.1137,3,3,1,1,50
1.8005,-0.0934,1.414,0.1011,4,3,0,1,21
3.3325,0.0348,1.582,0.0896,4,3,3,1,28
3.8331,0.0732,1.627,0.1119,5,3,0,1,28
4.3202,0.106,1.664,0.0875,5,3,1,1,28
4.7908,0.1323,1.693,0.1384,5,3,2,1,28
8.1069,0.5299,1.745,0.1214,7,3,2,1,45
9.2176,0.8777,1.715,0.0842,8,3,1,1,54
9.6063,0.9522,1.689,0.1044,8,3,2,1,54
10.0115,0.9941,1.652,0.1346,8,3,3,1,54
10.4333,1.0048,1.606,0.1272,9,3,0,1,54
10.867,0.9944,1.552,0.1366,9,3,1,1,54
12.1405,0.8442,1.363,0.096,10,3,0,1,53
12.5339,0.7313,1.295,0.1322,10,3,1,1,53
12.9135,0.5899,1.226,0.1014,10,3,2,1,53
13.2855,0.4303,1.156,0.1423,10,3,3,1,53
13.6586,0.2657,1.087,0.0853,11,3,0,1,53
14.8669,-0.1286,0.883,0.0945,11,3,3,1,57
15.3167,-0.2008,0.815,0.1006,12,3,0,1,57
15.7794,-0.2386,0.75,0.1495,12,3,1,1,57
16.2368,-0.2485,0.688,0.1354,12,3,2,1,57
16.6931,-0.2517,0.629,0.0864,12,3,3,1,57
18.1369,-0.299,0.454,0.1494,13,3,2,1,59
18.641,-0.3262,0.398,0.1109,13,3,3,1,59
19.1494,-0.3557,0.345,0.1283,14,3,0,1,59
19.6564,-0.3844,0.296,0.1299,14,3,1,1,59
20.1564,-0.4095,0.251,0.1381,14,3,2,1,59
20.6447,-0.4288,0.21,0.0773,14,3,3,1,59
1.8144,0.4006,1.473,0.0966,4,3,0,2,21
1.8144,0.9137,1.531,0.1224,4,3,0,3,21
-5.3807,0.8985,0.523,0.0953,0,4,0,0,81
-4.9353,0.904,0.578,0.0787,0,4,1,0,81
-4.4982,0.9194,0.634,0.1434,0,4,2,0,81
-4.0712,0.947,0.691,0.1346,0,4,3,0,81
-3.6536,0.9859,0.75,0.1022,1,4,0,0,81
-3.243,1.0332,0.81,0.139,1,4,1,0,81
-2.8355,1.0843,0.871,0.1234,1,4,2,0,81
-1.5591,1.2334,1.072,0.1137,2,4,1,0,70
-1.0903,1.2823,1.147,0.1042,2,4,2,0,70
-0.6156,1.32,1.223,0.1385,2,4,3,0,70
-0.1391,1.3498,1.299,0.1387,3,4,0,0,70
0.3372,1.3764,1.373,0.0909,3,4,1,0,70
14.9728,1.2355,0.957,0.0895,11,4,3,0,58
15.4291,1.1658,0.882,0.1338,12,4,0,0,58
15.9031,1.1225,0.807,0.109,12,4,1,0,58
16.3888,1.0912,0.733,0.1273,12,4,2,0,58
16.8716,1.0685,0.662,0.1353,12,4,3,0,58
17.3441,1.0562,0.596,0.1426,13,4,0,0,58
17.8191,1.0448,0.533,0.1453,13,4,1,0,58
18.3044,1.0287,0.471,0.0805,13,4,2,0,58
18.7972,1.0091,0.412,0.1079,13,4,3,0,58
19.2934,0.988,0.355,0.1237,14,4,0,0,58
19.7885,0.9674,0.303,0.0912,14,4,1,0,58
20.2779,0.9493,0.255,0.1347,14,4,2,0,58
20.7583,0.9354,0.211,0.0973,14,4,3,0,58
5.1185,2.0115,1.961,0.1291,5,4,3,1,14
15.0746,1.6668,0.966,0.1272,11,4,3,1,58
15.5363,1.5976,0.888,0.1301,12,4,0,1,58
16.0128,1.5553,0.811,0.1202,12,4,1,1,58
16.4994,1.5252,0.735,0.0797,12,4,2,1,58
16.9895,1.4991,0.661,0.1333,12,4,3,1,58
17.4673,1.484,0.593,0.0845,13,4,0,1,58
17.9379,1.4756,0.529,0.1094,13,4,1,1,58
18.4169,1.4637,0.467,0.0855,13,4,2,1,58
18.902,1.4493,0.407,0.1217,13,4,3,1,58
19.3901,1.4337,0.351,0.1248,14,4,0,1,58
19.8772,1.4186,0.298,0.1022,14,4,1,1,58
20.3596,1.4053,0.25,0.1327,14,4,2,1,58
20.8346,1.3951,0.206,0.1433,14,4,3,1,58
1.7362,2.5484,1.681,0.0772,4,4,0,2,21
4.1552,2.4696,1.952,0.0909,5,4,1,2,14
15.1959,2.0906,0.968,0.0895,11,4,3,2,58
15.6639,2.022,0.887,0.088,12,4,0,2,58
16.1433,1.9806,0.808,0.1122,12,4,1,2,58
16.6313,1.9519,0.731,0.1104,12,4,2,2,58
17.1261,1.9249,0.655,0.1456,12,4,3,2,58
17.6071,1.9089,0.585,0.0818,13,4,0,2,58
18.0734,1.9035,0.521,0.081,13,4,1,2,58
18.5453,1.8965,0.459,0.1452,13,4,2,2,58
19.0218,1.888,0.399,0.0848,13,4,3,2,58
19.5005,1.8789,0.343,0.114,14,4,0,2,58
19.9784,1.87,0.291,0.104,14,4,1,2,58
20.4529,1.8621,0.243,0.1243,14,4,2,2,58
20.9217,1.8561,0.199,0.0886,14,4,3,2,58
15.3223,2.5109,0.966,0.1393,11,4,3,3,58
15.7969,2.443,0.883,0.0872,12,4,0,3,58
16.2796,2.4027,0.802,0.1144,12,4,1,3,58
16.769,2.3754,0.723,0.1487,12,4,2,3,58
17.2654,2.3498,0.646,0.1422,12,4,3,3,58
17.7485,2.3343,0.575,0.0805,13,4,0,3,58
18.2126,2.3309,0.51,0.0846,13,4,1,3,58
18.6771,2.3289,0.448,0.0967,13,4,2,3,58
19.1447,2.3265,0.39,0.0775,13,4,3,3,58
19.6137,2.3239,0.334,0.1009,14,4,0,3,58
20.0823,2.3213,0.282,0.1309,14,4,1,3,58
20.5486,2.3191,0.234,0.1062,14,4,2,3,58
21.0111,2.3173,0.19,0.0803,14,4,3,3,58
1.6609,3.637,1.75,0.1317,4,5,0,0,21
15.4389,2.9314,0.963,0.1472,11,5,3,0,58
15.9197,2.8645,0.878,0.0788,12,5,0,0,58
16.4054,2.8254,0.795,0.1145,12,5,1,0,58
16.8961,2.7998,0.715,0.0895,12,5,2,0,58
17.3928,2.7765,0.637,0.0914,12,5,3,0,58
17.8779,2.7619,0.564,0.0818,13,5,0,0,58
18.3413,2.7601,0.499,0.0984,13,5,1,0,58
18.799,2.7627,0.437,0.1461,13,5,2,0,58
19.2584,2.7658,0.379,0.1,13,5,3,0,58
19.7186,2.7693,0.324,0.0874,14,5,0,0,58
20.1784,2.7726,0.273,0.1274,14,5,1,0,58
20.6371,2.7755,0.225,0.1015,14,5,2,0,58
21.0938,2.7777,0.181,0.0837,14,5,3,0,58
-5.8023,3.1639,0.502,0.0785,0,5,0,1,64
-5.3544,3.1786,0.562,0.096,0,5,1,1,64
-4.9102,3.2198,0.626,0.1361,0,5,2,1,64
-4.4707,3.2935,0.692,0.1219,0,5,3,1,64
-4.0355,3.3976,0.761,0.1169,1,5,0,1,64
-3.6034,3.5239,0.833,0.132,1,5,1,1,64
-3.1585,3.6654,0.91,0.0877,1,5,2,1,64
-1.7172,4.0568,1.174,0.1419,2,5,1,1,66
-1.2348,4.1316,1.265,0.1018,2,5,2,1,66
-0.7538,4.1756,1.355,0.0788,2,5,3,1,66
-0.2755,4.1994,1.444,0.0786,3,5,0,1,66
0.2002,4.2127,1.531,0.0804,3,5,1,1,66
1.6324,4.153,1.773,0.1025,4,5,0,1,21
-5.8527,3.6157,0.496,0.118,0,5,0,2,64
-5.4045,3.6315,0.558,0.1202,0,5,1,2,64
-4.9595,3.6758,0.622,0.1198,0,5,2,2,64
-4.5184,3.755,0.69,0.1067,0,5,3,2,64
-4.0811,3.867,0.76,0.1143,1,5,0,2,64
-3.6464,4.0027,0.833,0.0835,1,5,1,2,64
-3.1909,4.1562,0.912,0.1249,1,5,2,2,64
-1.7342,4.5678,1.181,0.1479,2,5,1,2,66
-1.2505,4.6442,1.273,0.1043,2,5,2,2,66
-0.7687,4.6876,1.365,0.1271,2,5,3,2,66
-0.29,4.7095,1.455,0.1327,3,5,0,2,66
0.1856,4.7201,1.543,0.0853,3,5,1,2,66
1.6154,4.6423,1.79,0.1297,4,5,0,2,21
-5.8809,4.0667,0.492,0.147,0,5,0,3,64
-5.4325,4.0832,0.555,0.139,0,5,1,3,64
-4.987,4.1292,0.62,0.0838,0,5,2,3,64
-4.5451,4.2115,0.688,0.0754,0,5,3,3,64
-4.1066,4.3277,0.759,0.1278,1,5,0,3,64
-3.669,4.4691,0.833,0.129,1,5,1,3,64
-3.2046,4.6293,0.914,0.0967,1,5,2,3,64
-1.7388,5.0487,1.186,0.0834,2,5,1,3,66
-1.2545,5.1248,1.278,0.1475,2,5,2,3,66
-0.7724,5.1668,1.37,0.0824,2,5,3,3,66
-0.2936,5.1866,1.462,0.1425,3,5,0,3,66
0.1822,5.1947,1.551,0.1258,3,5,1,3,66
1.6109,5.1041,1.801,0.1338,4,5,0,3,21
7.3775,4.8558,2.219,0.0894,7,5,1,3,10
16.6038,4.1241,0.787,0.1127,12,5,1,3,44
17.0968,4.1041,0.703,0.0971,12,5,2,3,44
17.5938,4.0876,0.622,0.1205,12,5,3,3,44
18.0916,4.0748,0.545,0.1205,13,5,0,3,44
18.5638,4.0741,0.476,0.0819,13,5,1,3,44
19.0105,4.0845,0.414,0.1197,13,5,2,3,44
19.4556,4.0973,0.355,0.1472,13,5,3,3,44
19.9003,4.1113,0.3,0.0837,14,5,0,3,44
20.3451,4.1248,0.249,0.1388,14,5,1,3,44
20.7906,4.1367,0.201,0.13,14,5,2,3,44
21.2371,4.1458,0.157,0.1246,14,5,3,3,44
-5.891,4.5171,0.489,0.0792,0,6,0,0,64
-5.4425,4.5338,0.552,0.104,0,6,1,0,64
-4.9969,4.5804,0.618,0.1018,0,6,2,0,64
-4.5547,4.6638,0.687,0.0784,0,6,3,0,64
-4.1158,4.7816,0.758,0.1048,1,6,0,0,64
-3.6727,4.9259,0.833,0.1034,1,6,1,0,64
-3.2012,5.0883,0.915,0.095,1,6,2,0,64
-1.7335,5.505,1.187,0.0798,2,6,1,0,66
-1.2492,5.5794,1.28,0.0782,2,6,2,0,66
-0.7672,5.6194,1.373,0.0864,2,6,3,0,66
-0.2882,5.637,1.465,0.085,3,6,0,0,66
0.1875,5.6426,1.555,0.1171,3,6,1,0,66
17.0976,4.5499,0.706,0.079,12,6,2,0,44
17.5946,4.5356,0.624,0.0915,12,6,3,0,44
18.0951,4.5242,0.545,0.1327,13,6,0,0,44
18.5743,4.5228,0.473,0.0919,13,6,1,0,44
19.0247,4.5326,0.41,0.0878,13,6,2,0,44
19.4688,4.5461,0.351,0.1412,13,6,3,0,44
19.9125,4.5607,0.295,0.0838,14,6,0,0,44
20.3563,4.575,0.243,0.1193,14,6,1,0,44
20.801,4.5874,0.195,0.0899,14,6,2,0,44
21.2468,4.597,0.15,0.1139,14,6,3,0,44
-5.8614,5.9061,0.476,0.0985,0,6,0,3,65
-5.4131,5.9213,0.541,0.144,0,6,1,3,65
-4.9678,5.964,0.609,0.1053,0,6,2,3,65
-4.526,6.0403,0.678,0.1258,0,6,3,3,65
-4.0877,6.1481,0.749,0.1114,1,6,0,3,65
-3.6286,6.2813,0.826,0.1126,1,6,1,3,65
-3.1427,6.4275,0.911,0.0975,1,6,2,3,65
-2.654,6.5695,0.998,0.0949,1,6,3,3,65
-2.1683,6.6933,1.087,0.1441,2,6,0,3,65
-1.6845,6.7884,1.177,0.0854,2,6,1,3,65
-1.202,6.8501,1.269,0.0948,2,6,2,3,65
-0.7209,6.8804,1.361,0.1422,2,6,3,3,65
-0.2424,6.8904,1.453,0.0771,3,6,0,3,65
0.2329,6.8896,1.543,0.1178,3,6,1,3,65
15.0639,6.0631,1.075,0.0873,11,6,2,3,19
15.5581,5.9778,0.98,0.0963,11,6,3,3,19
17.0337,5.8904,0.709,0.1474,12,6,2,3,19
17.5295,5.883,0.624,0.0773,12,6,3,3,19
18.0275,5.8784,0.543,0.1188,13,6,0,3,19
18.5236,5.878,0.467,0.0812,13,6,1,3,19
19.8653,5.913,0.281,0.1,14,6,0,3,19
20.3029,5.9271,0.228,0.1387,14,6,1,3,19
20.742,5.9395,0.179,0.1373,14,6,2,3,19
21.1837,5.949,0.132,0.0905,14,6,3,3,19
-5.8222,6.4055,0.471,0.1151,0,7,0,0,65
-5.374,6.4189,0.537,0.0936,0,7,1,0,65
-4.9289,6.4564,0.605,0.1239,0,7,2,0,65
-4.4878,6.5236,0.674,0.148,0,7,3,0,65
-4.0498,6.6184,0.746,0.1377,1,7,0,0,65
-3.5869,6.7352,0.823,0.0888,1,7,1,0,65
-3.0985,6.8625,0.908,0.1111,1,7,2,0,65
-2.6122,6.9857,0.994,0.0963,1,7,3,0,65
-2.1287,7.0927,1.082,0.1234,2,7,0,0,65
-1.6465,7.1746,1.172,0.1464,2,7,1,0,65
-1.1651,7.2271,1.263,0.0763,2,7,2,0,65
-0.6847,7.2521,1.355,0.0799,2,7,3,0,65
-0.2067,7.2591,1.447,0.1359,3,7,0,0,65
0.268,7.2567,1.537,0.1392,3,7,1,0,65
15.0167,6.4981,1.077,0.1123,11,7,2,0,19
15.5129,6.4166,0.981,0.1168,11,7,3,0,19
16.0059,6.3679,0.888,0.0984,12,7,0,0,19
16.4968,6.3461,0.797,0.0768,12,7,1,0,19
16.9891,6.3377,0.709,0.1282,12,7,2,0,19
17.4836,6.3327,0.624,0.1294,12,7,3,0,19
17.9786,6.3304,0.542,0.098,13,7,0,0,19
20.2329,6.3799,0.227,0.0931,14,7,1,0,19
20.6653,6.3919,0.177,0.1259,14,7,2,0,19
21.1018,6.4012,0.131,0.106,14,7,3,0,19
-5.6268,8.0015,0.452,0.1498,0,7,0,3,60
-5.1791,8.0058,0.518,0.0847,0,7,1,3,60
-4.7358,8.0177,0.586,0.1063,0,7,2,3,60
-4.2976,8.0392,0.656,0.1101,0,7,3,3,60
-3.8524,8.0687,0.73,0.0815,1,7,0,3,60
-3.3831,8.103,0.81,0.119,1,7,1,3,60
-2.9019,8.1391,0.895,0.138,1,7,2,3,60
-2.4247,8.1737,0.98,0.0767,1,7,3,3,60
-1.949,8.2032,1.068,0.1354,2,7,0,3,60
-1.4733,8.2247,1.156,0.1211,2,7,1,3,60
-0.9965,8.2368,1.246,0.0936,2,7,2,3,60
-0.5192,8.2401,1.337,0.1457,2,7,3,3,60
-0.0434,8.2377,1.426,0.1201,3,7,0,3,60
0.4284,8.2323,1.513,0.1119,3,7,1,3,60
-5.5559,8.5407,0.441,0.0857,0,8,0,0,60
-5.1085,8.5417,0.507,0.1305,0,8,1,0,60
-4.6657,8.5444,0.575,0.092,0,8,2,0,60
-4.2287,8.5492,0.645,0.117,0,8,3,0,60
-3.7829,8.5546,0.719,0.1244,1,8,0,0,60
-3.3138,8.5587,0.8,0.0963,1,8,1,0,60
-2.8354,8.5619,0.885,0.1493,1,8,2,0,60
-2.3607,8.5649,0.971,0.124,1,8,3,0,60
-1.8874,8.5666,1.058,0.1311,2,8,0,0,60
-1.4136,8.5665,1.147,0.0975,2,8,1,0,60
-0.9383,8.5642,1.237,0.1147,2,8,2,0,60
-0.462,8.5599,1.327,0.0791,2,8,3,0,60
0.0131,8.5543,1.415,0.1012,3,8,0,0,60
0.4837,8.548,1.501,0.1474,3,8,1,0,60
10.2581,9.274,1.777,0.0768,9,8,1,1,6
17.1651,8.5812,0.599,0.112,12,8,3,1,23
-5.4156,10.0674,0.389,0.1409,0,8,0,3,61
-4.9686,10.0618,0.452,0.1014,0,8,1,3,61
-4.527,10.0461,0.518,0.1123,0,8,2,3,61
-4.0922,10.018,0.586,0.1078,0,8,3,3,61
-3.6557,9.9768,0.658,0.1249,1,8,0,3,61
-3.1965,9.9208,0.737,0.1152,1,8,1,3,61
-2.7223,9.8567,0.822,0.0761,1,8,2,3,61
-5.4015,10.5352,0.366,0.1066,0,9,0,0,61
-4.9545,10.529,0.428,0.1191,0,9,1,0,61
-4.513,10.5114,0.492,0.087,0,9,2,0,61
-4.0784,10.48,0.559,0.106,0,9,3,0,61
-3.6474,10.4351,0.629,0.1498,1,9,0,0,61
-3.195,10.3737,0.706,0.1317,1,9,1,0,61
-2.722,10.3015,0.789,0.1027,1,9,2,0,61
15.6447,9.8958,0.782,0.1299,12,9,0,0,20
15.1513,10.3563,0.833,0.1341,11,9,3,1,20
11.9989,11.2682,1.273,0.1136,10,9,1,2,73
12.5115,11.1888,1.202,0.0853,10,9,2,2,73
-5.3965,11.8843,0.29,0.1016,0,9,0,3,67
-4.9497,11.878,0.346,0.1334,0,9,1,3,67
-4.5087,11.8604,0.405,0.0831,0,9,2,3,67
-4.0749,11.8289,0.467,0.1236,0,9,3,3,67
-3.6478,11.7845,0.53,0.1458,1,9,0,3,67
-3.2222,11.7294,0.597,0.1223,1,9,1,3,67
-2.7757,11.6603,0.67,0.1356,1,9,2,3,67
11.069,11.7741,1.338,0.149,9,9,3,3,73
11.5359,11.7446,1.277,0.0846,10,9,0,3,73
12.0253,11.6899,1.213,0.1418,10,9,1,3,73
12.5348,11.6142,1.145,0.0826,10,9,2,3,73
-5.3943,12.3249,0.264,0.1276,0,10,0,0,67
-4.9479,12.3188,0.319,0.1416,0,10,1,0,67
-4.5076,12.3019,0.376,0.0965,0,10,2,0,67
-4.0752,12.2717,0.435,0.1405,0,10,3,0,67
-3.65,12.2291,0.496,0.1055,1,10,0,0,67
-3.23,12.1774,0.559,0.1473,1,10,1,0,67
-2.7976,12.1148,0.627,0.0932,1,10,2,0,67
11.1137,12.171,1.273,0.1097,9,10,3,0,73
11.5781,12.1453,1.214,0.1026,10,10,0,0,73
12.0626,12.0964,1.152,0.0959,10,10,1,0,73
13.0814,11.948,1.017,0.1384,10,10,3,0,73
-5.391,12.7601,0.238,0.1382,0,10,0,1,67
-4.9449,12.7544,0.291,0.0832,0,10,1,1,67
-4.5059,12.7387,0.346,0.122,0,10,2,1,67
-4.0756,12.7105,0.403,0.144,0,10,3,1,67
-3.6534,12.6707,0.461,0.0809,1,10,0,1,67
-3.2371,12.6223,0.521,0.0763,1,10,1,1,67
-2.8192,12.5679,0.584,0.0942,1,10,2,1,67
12.1114,12.4862,1.091,0.0775,10,10,1,1,73
12.6028,12.4293,1.027,0.0767,10,10,2,1,73
14.6351,12.1852,0.744,0.09,11,10,2,1,74
12.6464,12.8205,0.969,0.1397,10,10,2,2,73
13.1319,12.7705,0.905,0.1429,10,10,3,2,73
14.6106,12.6414,0.7,0.1267,11,10,2,2,74
15.1018,12.6254,0.628,0.1236,11,10,3,2,74
17.0509,12.6937,0.345,0.1373,12,10,3,2,47
17.5245,12.7149,0.281,0.1077,13,10,0,2,47
17.9673,12.7251,0.225,0.1462,13,10,1,2,47
18.3886,12.7298,0.175,0.0757,13,10,2,2,47
18.8037,12.7355,0.127,0.1407,13,10,3,2,47
14.5807,13.1017,0.655,0.1037,11,10,2,3,74
15.0597,13.0975,0.586,0.1468,11,10,3,3,74
15.5406,13.1067,0.517,0.1437,12,10,0,3,74
17.0004,13.1792,0.314,0.1338,12,10,3,3,47
17.4729,13.1954,0.254,0.1115,13,10,0,3,47
17.9232,13.1998,0.199,0.1325,13,10,1,3,47
18.3679,13.203,0.148,0.0765,13,10,2,3,47
18.8114,13.2068,0.099,0.1371,13,10,3,3,47
19.2545,13.2109,0.053,0.1213,14,10,0,3,47
-5.3765,14.0464,0.164,0.1296,0,11,0,0,68
-4.9323,14.0425,0.211,0.0947,0,11,1,0,68
-4.4985,14.0315,0.259,0.0813,0,11,2,0,68
-4.0774,14.0119,0.307,0.1123,0,11,3,0,68
-3.6684,13.9842,0.357,0.1369,1,11,0,0,68
-3.268,13.9506,0.407,0.0897,1,11,1,0,68
-2.8716,13.9143,0.459,0.1417,1,11,2,0,68
-2.4739,13.8788,0.512,0.117,1,11,3,0,68
-2.0646,13.8445,0.567,0.0918,2,11,0,0,68
-1.6283,13.8057,0.627,0.149,2,11,1,0,68
-1.1666,13.7649,0.69,0.0929,2,11,2,0,68
-0.6936,13.7301,0.756,0.1477,2,11,3,0,68
-0.2171,13.7008,0.82,0.1098,3,11,0,0,68
0.2585,13.6726,0.884,0.1087,3,11,1,0,68
1.6822,13.5657,1.068,0.1037,4,11,0,0,30
2.1566,13.5217,1.125,0.1324,4,11,1,0,30
2.6291,13.4759,1.18,0.1412,4,11,2,0,30
3.0974,13.431,1.23,0.1221,4,11,3,0,30
3.5598,13.3892,1.275,0.1306,5,11,0,0,30
4.8996,13.3017,1.372,0.1325,5,11,3,0,49
5.3312,13.2862,1.39,0.0945,6,11,0,0,49
6.5864,13.2759,1.408,0.1495,6,11,3,0,18
6.9835,13.2923,1.401,0.0889,7,11,0,0,18
10.1157,13.5534,1.167,0.085,9,11,0,0,83
14.5506,13.5661,0.609,0.1056,11,11,2,0,74
15.0172,13.5738,0.544,0.1494,11,11,3,0,74
15.491,13.5903,0.478,0.1019,12,11,0,0,74
16.944,13.6647,0.284,0.1272,12,11,3,0,47
17.4147,13.6741,0.227,0.0905,13,11,0,0,47
17.8779,13.6752,0.173,0.1146,13,11,1,0,47
18.3467,13.6767,0.121,0.1212,13,11,2,0,47
18.8194,13.6786,0.071,0.1188,13,11,3,0,47
19.2939,13.6806,0.024,0.1237,14,11,0,0,47
19.7678,13.6826,-0.02,0.1445,14,11,1,0,47
20.2387,13.6843,-0.062,0.113,14,11,2,0,47
20.7048,13.6856,-0.1,0.0905,14,11,3,0,47
-5.3718,14.4756,0.14,0.1241,0,11,0,1,68
-4.9281,14.4722,0.184,0.0964,0,11,1,1,68
-4.496,14.4628,0.23,0.1135,0,11,2,1,68
-4.078,14.446,0.276,0.1012,0,11,3,1,68
-3.6732,14.4223,0.323,0.1254,1,11,0,1,68
-3.2781,14.3934,0.37,0.1455,1,11,1,1,68
-2.8873,14.3623,0.418,0.1165,1,11,2,1,68
-2.495,14.332,0.468,0.1371,1,11,3,1,68
-2.0956,14.3055,0.518,0.0771,2,11,0,1,68
-1.6778,14.2801,0.571,0.1456,2,11,1,1,68
-1.2294,14.2489,0.63,0.0883,2,11,2,1,68
-0.7584,14.2151,0.691,0.0815,2,11,3,1,68
-0.2812,14.1848,0.753,0.1018,3,11,0,1,68
0.196,14.1547,0.814,0.0849,3,11,1,1,68
1.6405,14.0242,0.995,0.0968,4,11,0,1,30
2.1276,13.9657,1.054,0.1434,4,11,1,1,30
2.6139,13.9037,1.11,0.1319,4,11,2,1,30
3.0965,13.8423,1.162,0.0826,4,11,3,1,30
3.5719,13.7857,1.208,0.1366,5,11,0,1,30
4.9353,13.6726,1.306,0.1484,5,11,3,1,49
5.3695,13.6555,1.324,0.1269,6,11,0,1,49
6.6311,13.6444,1.34,0.1479,6,11,3,1,18
7.0317,13.6593,1.332,0.0982,7,11,0,1,18
14.5256,14.0343,0.561,0.1004,11,11,2,1,74
14.9811,14.0531,0.5,0.1087,11,11,3,1,74
15.4485,14.0764,0.437,0.1118,12,11,0,1,74
16.8871,14.146,0.254,0.1128,12,11,3,1,47
17.3571,14.1486,0.2,0.0778,13,11,0,1,47
18.327,14.1487,0.095,0.0754,13,11,2,1,47
18.8267,14.1488,0.044,0.1004,13,11,3,1,47
19.3303,14.1489,-0.003,0.1349,14,11,0,1,47
19.8327,14.149,-0.048,0.0756,14,11,1,1,47
20.3285,14.149,-0.089,0.092,14,11,2,1,47
20.8137,14.1491,-0.127,0.1355,14,11,3,1,47
-5.3678,14.9084,0.116,0.1499,0,11,0,2,68
-4.9247,14.9055,0.159,0.1346,0,11,1,2,68
-4.494,14.8974,0.202,0.1041,0,11,2,2,68
-4.0785,14.8829,0.246,0.0828,0,11,3,2,68
-3.6772,14.8624,0.29,0.0895,1,11,0,2,68
-3.2863,14.8376,0.334,0.127,1,11,1,2,68
-2.9002,14.8108,0.379,0.1298,1,11,2,2,68
-2.5125,14.7846,0.425,0.0917,1,11,3,2,68
-2.117,14.7617,0.472,0.1165,2,11,0,2,68
-1.7089,14.7441,0.521,0.0886,2,11,1,2,68
-1.2782,14.7267,0.573,0.0763,2,11,2,2,68
-0.8174,14.701,0.629,0.1069,2,11,3,2,68
-0.3402,14.6704,0.687,0.123,3,11,0,2,68
0.1387,14.6385,0.746,0.0904,3,11,1,2,68
