x,y,height,slope,buildable,distance_to_road,accessibility,center_score,noise_value,density_potential,green_potential,open_space_potential,state,density,type,is_tower
1,17,0.358,0.162,True,3.905,0.584,0.349,0.673,0.536,0.653,0.76,1,low,residential_low,False
2,17,0.52,0.166,True,3.202,0.635,0.397,0.599,0.555,0.578,0.715,1,low,residential_low,False
3,17,0.686,0.167,True,2.693,0.676,0.444,0.295,0.511,0.414,0.522,1,low,residential_low,False
4,17,0.853,0.167,True,2.5,0.701,0.491,0.383,0.558,0.412,0.579,2,medium,residential_medium,False
5,17,1.016,0.163,True,2.63,0.711,0.537,0.456,0.595,0.409,0.616,3,high,urban_high,False
6,17,1.17,0.154,True,2.262,0.745,0.583,0.429,0.618,0.358,0.586,5,none,plaza,False
7,17,1.311,0.141,True,1.328,0.806,0.629,0.283,0.622,0.251,0.493,3,high,urban_high,False
8,17,1.434,0.123,True,0.395,0.866,0.673,0.265,0.658,0.196,0.461,3,high,urban_high,False
9,17,1.535,0.101,True,0.538,0.875,0.716,0.225,0.665,0.148,0.43,3,high,urban_high,False
10,17,1.612,0.077,True,0.662,0.883,0.756,0.31,0.702,0.161,0.462,3,high,urban_high,False
11,17,1.662,0.05,True,0.074,0.924,0.793,0.383,0.749,0.178,0.485,4,high,tower_candidate,True
12,17,1.685,0.054,True,0.354,0.921,0.824,0.463,0.777,0.21,0.521,3,high,urban_high,False
13,17,1.68,0.057,True,1.061,0.895,0.846,0.478,0.776,0.225,0.532,5,none,plaza,False
14,17,1.648,0.058,True,1.62,0.871,0.854,0.533,0.781,0.254,0.562,3,high,urban_high,False
15,17,1.593,0.075,True,2.123,0.844,0.846,0.703,0.809,0.331,0.65,4,high,tower_candidate,True
16,17,1.518,0.092,True,2.627,0.812,0.824,0.707,0.789,0.343,0.661,3,high,urban_high,False
17,17,1.426,0.104,True,3.131,0.777,0.793,0.619,0.742,0.319,0.629,3,high,urban_high,False
18,17,1.322,0.11,True,3.157,0.763,0.756,0.498,0.695,0.275,0.577,3,high,urban_high,False
19,17,1.212,0.111,True,2.368,0.786,0.716,0.485,0.69,0.262,0.57,3,high,urban_high,False
20,17,1.101,0.111,True,1.579,0.809,0.673,0.509,0.693,0.282,0.585,3,high,urban_high,False
21,17,0.992,0.109,True,0.789,0.832,0.629,0.411,0.666,0.265,0.543,5,none,plaza,False
22,17,0.888,0.104,True,0.0,0.854,0.583,0.443,0.67,0.3,0.564,3,high,urban_high,False
23,17,0.794,0.094,True,0.753,0.802,0.537,0.445,0.633,0.346,0.586,3,high,urban_high,False
24,17,0.709,0.085,True,1.505,0.749,0.491,0.651,0.647,0.475,0.706,3,high,urban_high,False
25,17,0.635,0.074,True,2.258,0.697,0.444,0.673,0.615,0.529,0.738,3,high,urban_high,False
26,17,0.57,0.065,True,3.01,0.644,0.397,0.699,0.584,0.586,0.772,3,high,urban_high,False
27,17,0.512,0.058,True,3.763,0.591,0.349,0.425,0.477,0.523,0.596,2,medium,residential_medium,False
28,17,0.461,0.051,True,4.515,0.538,0.302,0.377,0.427,0.549,0.562,1,low,residential_low,False
29,17,0.412,0.049,True,5.268,0.485,0.254,0.396,0.393,0.603,0.571,1,low,residential_low,False
0,18,0.218,0.148,True,4.272,0.546,0.29,0.508,0.46,0.628,0.651,1,low,residential_low,False
1,18,0.366,0.157,True,3.354,0.606,0.337,0.481,0.494,0.569,0.637,1,low,residential_low,False
2,18,0.523,0.161,True,2.5,0.664,0.383,0.403,0.514,0.49,0.591,1,low,residential_low,False
3,18,0.684,0.161,True,1.803,0.713,0.429,0.606,0.601,0.527,0.709,1,low,residential_low,False
4,18,0.845,0.161,True,1.5,0.744,0.475,0.657,0.641,0.508,0.717,1,low,residential_low,False
5,18,1.002,0.157,True,1.644,0.753,0.52,0.644,0.656,0.471,0.699,2,medium,residential_medium,False
6,18,1.149,0.147,True,1.808,0.76,0.564,0.596,0.66,0.42,0.664,3,high,urban_high,False
7,18,1.283,0.134,True,0.969,0.816,0.607,0.489,0.672,0.33,0.592,3,high,urban_high,False
8,18,1.4,0.117,True,0.036,0.875,0.648,0.515,0.717,0.293,0.582,3,high,urban_high,False
9,18,1.495,0.095,True,0.441,0.869,0.688,0.214,0.651,0.145,0.429,3,high,urban_high,False
10,18,1.566,0.071,True,0.147,0.896,0.724,0.321,0.701,0.162,0.468,3,high,urban_high,False
11,18,1.612,0.065,True,0.354,0.898,0.756,0.306,0.707,0.155,0.457,3,high,urban_high,False
12,18,1.631,0.07,True,1.061,0.873,0.782,0.428,0.734,0.212,0.518,3,high,urban_high,False
13,18,1.623,0.073,True,1.768,0.845,0.799,0.377,0.714,0.2,0.498,3,high,urban_high,False
14,18,1.59,0.074,True,2.475,0.813,0.805,0.484,0.728,0.253,0.556,3,high,urban_high,False
15,18,1.535,0.074,True,2.987,0.786,0.799,0.714,0.772,0.354,0.672,3,high,urban_high,False
16,18,1.461,0.089,True,3.491,0.756,0.782,0.757,0.764,0.381,0.701,3,high,urban_high,False
17,18,1.372,0.1,True,3.995,0.722,0.756,0.72,0.732,0.377,0.692,3,high,urban_high,False
18,18,1.272,0.105,True,3.771,0.722,0.724,0.614,0.696,0.335,0.645,3,high,urban_high,False
19,18,1.167,0.106,True,2.982,0.747,0.688,0.552,0.68,0.302,0.613,5,none,plaza,False
20,18,1.061,0.106,True,2.193,0.771,0.648,0.527,0.673,0.302,0.603,3,high,urban_high,False
21,18,0.958,0.103,True,1.411,0.794,0.607,0.713,0.718,0.398,0.698,3,high,urban_high,False
22,18,0.861,0.097,True,0.659,0.816,0.564,0.734,0.72,0.428,0.713,3,high,urban_high,False
23,18,0.773,0.088,True,0.094,0.827,0.52,0.793,0.726,0.478,0.749,4,high,tower_candidate,True
24,18,0.695,0.078,True,0.847,0.775,0.475,0.453,0.604,0.387,0.607,5,none,plaza,False
25,18,0.626,0.069,True,1.599,0.723,0.429,0.419,0.559,0.42,0.598,3,high,urban_high,False
26,18,0.567,0.059,True,2.352,0.671,0.383,0.41,0.519,0.462,0.59,3,high,urban_high,False
27,18,0.515,0.052,True,3.104,0.618,0.337,0.503,0.505,0.545,0.646,2,medium,residential_medium,False
28,18,0.468,0.047,True,3.857,0.566,0.29,0.539,0.476,0.605,0.667,1,low,residential_low,False
29,18,0.423,0.045,True,4.61,0.513,0.243,0.481,0.424,0.628,0.627,1,low,residential_low,False
0,19,0.231,0.143,True,4.031,0.552,0.275,0.487,0.453,0.618,0.637,1,low,residential_low,False
1,19,0.374,0.151,True,3.041,0.616,0.321,0.473,0.492,0.563,0.631,1,low,residential_low,False
2,19,0.525,0.155,True,2.062,0.679,0.366,0.481,0.536,0.517,0.64,1,low,residential_low,False
3,19,0.68,0.155,True,1.118,0.74,0.411,0.638,0.616,0.531,0.721,1,low,residential_low,False
4,19,0.834,0.154,True,0.5,0.785,0.455,0.664,0.656,0.498,0.714,1,low,residential_low,False
5,19,0.983,0.149,True,0.658,0.793,0.498,0.578,0.651,0.432,0.661,1,low,residential_low,False
6,19,1.122,0.139,True,0.822,0.799,0.54,0.585,0.668,0.403,0.653,1,low,residential_low,False
7,19,1.248,0.126,True,0.61,0.824,0.58,0.531,0.678,0.345,0.613,3,high,urban_high,False
8,19,1.356,0.108,True,0.221,0.856,0.619,0.544,0.707,0.31,0.603,3,high,urban_high,False
9,19,1.443,0.087,True,0.354,0.862,0.655,0.188,0.631,0.137,0.421,3,high,urban_high,False
10,19,1.508,0.069,True,0.354,0.874,0.688,0.25,0.662,0.14,0.442,3,high,urban_high,False
11,19,1.547,0.076,True,1.061,0.849,0.716,0.255,0.66,0.15,0.447,2,medium,residential_medium,False
12,19,1.561,0.081,True,1.768,0.823,0.737,0.362,0.682,0.201,0.501,3,high,urban_high,False
13,19,1.55,0.085,True,2.475,0.794,0.751,0.366,0.674,0.212,0.508,3,high,urban_high,False
14,19,1.516,0.088,True,3.182,0.761,0.756,0.396,0.668,0.235,0.529,5,none,plaza,False
15,19,1.461,0.088,True,3.851,0.728,0.751,0.625,0.709,0.337,0.646,5,none,plaza,False
16,19,1.388,0.086,True,4.355,0.698,0.737,0.693,0.709,0.374,0.686,3,high,urban_high,False
17,19,1.302,0.095,True,4.859,0.667,0.716,0.664,0.681,0.372,0.681,3,high,urban_high,False
18,19,1.207,0.099,True,4.385,0.68,0.688,0.542,0.648,0.319,0.622,3,high,urban_high,False
19,19,1.108,0.099,True,3.596,0.706,0.655,0.53,0.647,0.306,0.614,3,high,urban_high,False
20,19,1.009,0.099,True,2.822,0.731,0.619,0.504,0.641,0.305,0.604,5,none,plaza,False
21,19,0.914,0.095,True,2.07,0.754,0.58,0.615,0.667,0.371,0.662,5,none,plaza,False
22,19,0.825,0.089,True,1.317,0.776,0.54,0.688,0.683,0.423,0.702,3,high,urban_high,False
23,19,0.745,0.08,True,0.564,0.797,0.498,0.707,0.685,0.453,0.716,3,high,urban_high,False
24,19,0.675,0.07,True,0.188,0.8,0.455,0.438,0.606,0.373,0.597,3,high,urban_high,False
25,19,0.615,0.06,True,0.941,0.748,0.411,0.42,0.565,0.412,0.599,2,medium,residential_medium,False
26,19,0.563,0.052,True,1.693,0.697,0.366,0.361,0.514,0.434,0.559,2,medium,residential_medium,False
27,19,0.518,0.045,True,2.446,0.645,0.321,0.444,0.497,0.513,0.609,2,medium,residential_medium,False
28,19,0.477,0.041,True,3.202,0.592,0.275,0.459,0.464,0.565,0.616,1,low,residential_low,False
29,19,0.437,0.04,True,4.031,0.536,0.229,0.428,0.417,0.6,0.593,1,low,residential_low,False
0,20,0.247,0.136,True,4.031,0.546,0.257,0.418,0.427,0.592,0.59,1,low,residential_low,False
1,20,0.383,0.144,True,3.041,0.609,0.302,0.432,0.473,0.549,0.603,1,low,residential_low,False
2,20,0.527,0.147,True,2.062,0.672,0.346,0.449,0.518,0.506,0.617,1,low,residential_low,False
3,20,0.674,0.147,True,1.118,0.732,0.389,0.633,0.604,0.531,0.722,1,low,residential_low,False
4,20,0.819,0.145,True,0.493,0.777,0.431,0.535,0.613,0.449,0.656,1,low,residential_low,False
5,20,0.959,0.14,True,0.329,0.8,0.473,0.526,0.633,0.409,0.637,1,low,residential_low,False
6,20,1.089,0.13,True,0.164,0.821,0.512,0.606,0.675,0.405,0.662,1,low,residential_low,False
7,20,1.205,0.116,True,0.0,0.843,0.55,0.627,0.701,0.377,0.658,1,low,residential_low,False
8,20,1.304,0.099,True,0.354,0.838,0.586,0.586,0.699,0.333,0.63,3,high,urban_high,False
9,20,1.382,0.078,True,0.354,0.85,0.619,0.209,0.62,0.149,0.437,2,medium,residential_medium,False
10,20,1.439,0.078,True,1.061,0.826,0.648,0.234,0.625,0.167,0.451,3,high,urban_high,False
11,20,1.471,0.085,True,1.768,0.8,0.673,0.262,0.627,0.186,0.468,3,high,urban_high,False
12,20,1.48,0.092,True,2.475,0.773,0.692,0.341,0.641,0.227,0.51,3,high,urban_high,False
13,20,1.465,0.096,True,3.182,0.743,0.703,0.348,0.632,0.239,0.518,3,high,urban_high,False
14,20,1.428,0.097,True,3.889,0.71,0.707,0.361,0.622,0.255,0.531,3,high,urban_high,False
15,20,1.373,0.097,True,4.596,0.675,0.703,0.596,0.664,0.36,0.651,3,high,urban_high,False
16,20,1.303,0.096,True,5.219,0.641,0.692,0.657,0.66,0.395,0.689,3,high,urban_high,False
17,20,1.22,0.091,True,5.723,0.61,0.673,0.559,0.616,0.366,0.65,3,high,urban_high,False
18,20,1.131,0.092,True,4.999,0.636,0.648,0.496,0.605,0.332,0.617,3,high,urban_high,False
19,20,1.039,0.092,True,4.233,0.663,0.619,0.49,0.607,0.321,0.611,3,high,urban_high,False
20,20,0.948,0.091,True,3.481,0.688,0.586,0.48,0.605,0.309,0.604,3,high,urban_high,False
21,20,0.862,0.086,True,2.728,0.711,0.55,0.605,0.636,0.381,0.669,3,high,urban_high,False
22,20,0.783,0.079,True,1.976,0.734,0.512,0.633,0.642,0.414,0.687,3,high,urban_high,False
23,20,0.713,0.07,True,1.223,0.756,0.473,0.645,0.643,0.441,0.698,3,high,urban_high,False
24,20,0.652,0.061,True,0.47,0.778,0.431,0.306,0.556,0.328,0.525,3,high,urban_high,False
25,20,0.601,0.051,True,0.282,0.773,0.389,0.364,0.556,0.382,0.563,2,medium,residential_medium,False
26,20,0.557,0.044,True,1.035,0.721,0.346,0.343,0.514,0.419,0.547,2,medium,residential_medium,False
27,20,0.52,0.037,True,1.803,0.669,0.302,0.427,0.498,0.498,0.599,2,medium,residential_medium,False
28,20,0.486,0.034,True,2.693,0.61,0.257,0.436,0.461,0.55,0.601,1,low,residential_low,False
29,20,0.452,0.034,True,3.64,0.549,0.212,0.44,0.421,0.6,0.6,1,low,residential_low,False
0,21,0.262,0.13,True,4.272,0.527,0.237,0.421,0.413,0.6,0.589,1,low,residential_low,False
1,21,0.392,0.137,True,3.354,0.586,0.28,0.374,0.441,0.533,0.562,1,low,residential_low,False
2,21,0.529,0.138,True,2.5,0.643,0.323,0.451,0.499,0.516,0.614,1,low,residential_low,False
3,21,0.667,0.138,True,1.803,0.691,0.364,0.521,0.55,0.5,0.661,1,low,residential_low,False
4,21,0.803,0.136,True,1.48,0.72,0.405,0.423,0.551,0.422,0.598,1,low,residential_low,False
5,21,0.932,0.129,True,1.315,0.742,0.444,0.401,0.567,0.377,0.584,1,low,residential_low,False
6,21,1.052,0.12,True,0.826,0.779,0.482,0.418,0.6,0.343,0.583,1,low,residential_low,False
7,21,1.157,0.105,True,0.108,0.826,0.517,0.419,0.632,0.299,0.564,1,low,residential_low,False
8,21,1.245,0.088,True,0.354,0.826,0.55,0.401,0.637,0.263,0.547,1,low,residential_low,False
9,21,1.314,0.073,True,1.061,0.802,0.58,0.456,0.649,0.292,0.575,1,low,residential_low,False
10,21,1.361,0.083,True,1.768,0.777,0.607,0.514,0.66,0.324,0.606,3,high,urban_high,False
11,21,1.386,0.091,True,2.475,0.751,0.629,0.486,0.648,0.321,0.596,3,high,urban_high,False
12,21,1.388,0.097,True,3.182,0.723,0.645,0.324,0.6,0.265,0.522,3,high,urban_high,False
13,21,1.369,0.102,True,3.889,0.692,0.655,0.267,0.575,0.252,0.497,2,medium,residential_medium,False
14,21,1.331,0.104,True,4.596,0.659,0.659,0.315,0.573,0.282,0.525,2,medium,residential_medium,False
15,21,1.276,0.105,True,5.303,0.624,0.655,0.661,0.643,0.431,0.704,3,high,urban_high,False
16,21,1.207,0.102,True,6.01,0.586,0.645,0.63,0.615,0.431,0.698,3,high,urban_high,False
17,21,1.129,0.097,True,6.403,0.562,0.629,0.622,0.597,0.436,0.7,3,high,urban_high,False
18,21,1.046,0.091,True,5.644,0.591,0.607,0.422,0.554,0.346,0.583,2,medium,residential_medium,False
19,21,0.962,0.084,True,4.892,0.618,0.58,0.371,0.545,0.317,0.55,2,medium,residential_medium,False
20,21,0.88,0.082,True,4.139,0.643,0.55,0.382,0.55,0.314,0.556,2,medium,residential_medium,False
21,21,0.803,0.077,True,3.387,0.668,0.517,0.669,0.623,0.421,0.711,3,high,urban_high,False
22,21,0.735,0.068,True,2.634,0.692,0.482,0.67,0.623,0.442,0.716,5,none,plaza,False
23,21,0.675,0.06,True,1.881,0.715,0.444,0.611,0.608,0.441,0.693,3,high,urban_high,False
24,21,0.625,0.05,True,1.129,0.737,0.405,0.266,0.52,0.325,0.493,2,medium,residential_medium,False
25,21,0.584,0.041,True,0.376,0.759,0.364,0.295,0.525,0.358,0.516,2,medium,residential_medium,False
26,21,0.55,0.034,True,0.5,0.739,0.323,0.343,0.515,0.413,0.547,2,medium,residential_medium,False
27,21,0.521,0.029,True,1.5,0.676,0.28,0.641,0.548,0.582,0.734,1,low,residential_low,False
28,21,0.495,0.027,True,2.5,0.612,0.237,0.613,0.5,0.62,0.713,1,low,residential_low,False
29,21,0.468,0.027,True,3.5,0.549,0.193,0.642,0.465,0.681,0.728,0,none,forest,False
0,22,0.277,0.123,True,3.49,0.557,0.214,0.412,0.418,0.587,0.583,1,low,residential_low,False
1,22,0.4,0.128,True,2.953,0.597,0.256,0.399,0.445,0.539,0.576,1,low,residential_low,False
2,22,0.528,0.13,True,2.416,0.638,0.297,0.42,0.481,0.506,0.591,1,low,residential_low,False
3,22,0.658,0.13,True,1.879,0.677,0.337,0.552,0.544,0.517,0.677,1,low,residential_low,False
4,22,0.784,0.126,True,1.342,0.717,0.375,0.513,0.564,0.459,0.653,1,low,residential_low,False
5,22,0.903,0.119,True,0.805,0.756,0.413,0.522,0.595,0.421,0.65,1,low,residential_low,False
6,22,1.011,0.108,True,0.268,0.794,0.448,0.464,0.608,0.357,0.605,1,low,residential_low,False
7,22,1.105,0.094,True,0.354,0.802,0.482,0.444,0.616,0.317,0.585,1,low,residential_low,False
8,22,1.182,0.077,True,1.061,0.778,0.512,0.415,0.608,0.313,0.573,1,low,residential_low,False
9,22,1.241,0.077,True,1.768,0.754,0.54,0.524,0.632,0.364,0.628,1,low,residential_low,False
10,22,1.278,0.086,True,2.475,0.728,0.564,0.524,0.628,0.372,0.631,1,low,residential_low,False
11,22,1.295,0.095,True,3.182,0.701,0.583,0.58,0.635,0.404,0.661,2,medium,residential_medium,False
12,22,1.291,0.101,True,3.889,0.672,0.598,0.352,0.57,0.322,0.55,1,low,residential_low,False
13,22,1.267,0.105,True,4.596,0.641,0.607,0.301,0.546,0.311,0.516,2,medium,residential_medium,False
14,22,1.227,0.109,True,5.303,0.608,0.61,0.308,0.534,0.324,0.518,1,low,residential_low,False
15,22,1.171,0.108,True,6.01,0.573,0.607,0.659,0.605,0.476,0.724,3,high,urban_high,False
16,22,1.105,0.106,True,6.718,0.536,0.598,0.712,0.599,0.509,0.758,3,high,urban_high,False
17,22,1.032,0.102,True,7.055,0.514,0.583,0.648,0.568,0.491,0.725,5,none,plaza,False
18,22,0.955,0.095,True,6.303,0.544,0.564,0.422,0.519,0.391,0.581,1,low,residential_low,False
19,22,0.879,0.087,True,5.55,0.572,0.54,0.325,0.501,0.343,0.519,2,medium,residential_medium,False
20,22,0.806,0.076,True,4.798,0.598,0.512,0.301,0.498,0.325,0.503,1,low,residential_low,False
21,22,0.74,0.066,True,4.045,0.624,0.482,0.651,0.588,0.457,0.721,3,high,urban_high,False
22,22,0.683,0.057,True,3.293,0.648,0.448,0.704,0.602,0.47,0.745,3,high,urban_high,False
23,22,0.635,0.048,True,2.54,0.672,0.413,0.692,0.599,0.487,0.743,3,high,urban_high,False
24,22,0.596,0.039,True,1.787,0.695,0.375,0.329,0.508,0.363,0.527,2,medium,residential_medium,False
25,22,0.565,0.031,True,1.118,0.714,0.337,0.352,0.51,0.396,0.546,2,medium,residential_medium,False
26,22,0.541,0.024,True,1.118,0.7,0.297,0.411,0.507,0.453,0.584,1,low,residential_low,False
27,22,0.521,0.02,True,1.803,0.653,0.256,0.731,0.553,0.625,0.787,1,low,residential_low,False
28,22,0.503,0.02,True,2.693,0.595,0.214,0.668,0.499,0.648,0.744,1,low,residential_low,False
29,22,0.483,0.02,True,3.64,0.535,0.171,0.685,0.463,0.703,0.752,0,none,forest,False
0,23,0.29,0.116,True,2.646,0.589,0.188,0.413,0.425,0.577,0.584,1,low,residential_low,False
1,23,0.406,0.12,True,2.109,0.629,0.229,0.408,0.454,0.533,0.582,1,low,residential_low,False
2,23,0.526,0.12,True,1.572,0.668,0.269,0.406,0.483,0.49,0.582,1,low,residential_low,False
3,23,0.646,0.12,True,1.035,0.708,0.307,0.593,0.559,0.523,0.703,1,low,residential_low,False
4,23,0.762,0.116,True,0.499,0.746,0.344,0.617,0.593,0.491,0.71,1,low,residential_low,False
5,23,0.87,0.108,True,0.038,0.781,0.379,0.597,0.614,0.443,0.684,1,low,residential_low,False
6,23,0.968,0.098,True,0.575,0.767,0.413,0.442,0.579,0.356,0.603,1,low,residential_low,False
7,23,1.05,0.082,True,1.112,0.752,0.444,0.441,0.582,0.361,0.603,1,low,residential_low,False
8,23,1.116,0.068,True,1.768,0.73,0.473,0.412,0.573,0.356,0.587,1,low,residential_low,False
9,23,1.164,0.079,True,2.475,0.705,0.498,0.405,0.568,0.361,0.583,1,low,residential_low,False
10,23,1.192,0.088,True,3.182,0.679,0.52,0.519,0.591,0.415,0.649,1,low,residential_low,False
11,23,1.2,0.096,True,3.889,0.651,0.537,0.532,0.587,0.429,0.659,1,low,residential_low,False
12,23,1.19,0.103,True,4.596,0.621,0.55,0.347,0.531,0.365,0.544,1,low,residential_low,False
13,23,1.162,0.107,True,5.303,0.59,0.558,0.308,0.51,0.359,0.517,1,low,residential_low,False
14,23,1.118,0.109,True,6.01,0.557,0.561,0.326,0.5,0.377,0.526,1,low,residential_low,False
15,23,1.063,0.109,True,6.718,0.522,0.558,0.711,0.58,0.542,0.77,2,medium,residential_medium,False
16,23,0.999,0.107,True,7.425,0.485,0.55,0.775,0.577,0.58,0.807,2,medium,residential_medium,False
17,23,0.93,0.102,True,7.714,0.467,0.537,0.687,0.543,0.55,0.748,1,low,residential_low,False
18,23,0.86,0.096,True,6.961,0.497,0.52,0.374,0.473,0.416,0.548,1,low,residential_low,False
19,23,0.792,0.088,True,6.209,0.525,0.498,0.27,0.453,0.365,0.482,1,low,residential_low,False
20,23,0.73,0.079,True,5.456,0.553,0.473,0.261,0.456,0.352,0.476,2,medium,residential_medium,False
21,23,0.674,0.068,True,4.704,0.579,0.444,0.557,0.533,0.463,0.665,1,low,residential_low,False
22,23,0.628,0.057,True,3.951,0.604,0.413,0.647,0.557,0.491,0.721,2,medium,residential_medium,False
23,23,0.591,0.045,True,3.198,0.629,0.379,0.703,0.573,0.505,0.756,2,medium,residential_medium,False
24,23,0.563,0.034,True,2.5,0.65,0.344,0.362,0.486,0.391,0.542,1,low,residential_low,False
25,23,0.544,0.024,True,2.062,0.658,0.307,0.394,0.487,0.43,0.565,1,low,residential_low,False
26,23,0.53,0.014,True,2.062,0.645,0.269,0.445,0.482,0.484,0.599,1,low,residential_low,False
27,23,0.519,0.011,True,2.5,0.61,0.229,0.729,0.525,0.638,0.78,1,low,residential_low,False
28,23,0.509,0.013,True,3.202,0.562,0.188,0.675,0.478,0.661,0.744,1,low,residential_low,False
29,23,0.496,0.013,True,4.031,0.507,0.147,0.673,0.44,0.707,0.74,0,none,forest,False
0,24,0.301,0.109,True,1.803,0.62,0.161,0.445,0.439,0.58,0.604,1,low,residential_low,False
1,24,0.41,0.111,True,1.265,0.659,0.2,0.424,0.463,0.53,0.592,1,low,residential_low,False
2,24,0.521,0.111,True,0.729,0.698,0.238,0.437,0.495,0.493,0.601,1,low,residential_low,False
3,24,0.632,0.111,True,0.192,0.737,0.275,0.751,0.602,0.577,0.789,1,low,residential_low,False
4,24,0.738,0.106,True,0.345,0.742,0.31,0.799,0.627,0.565,0.802,1,low,residential_low,False
5,24,0.836,0.098,True,0.882,0.728,0.344,0.742,0.616,0.518,0.768,1,low,residential_low,False
6,24,0.922,0.086,True,1.419,0.713,0.375,0.551,0.571,0.446,0.671,1,low,residential_low,False
7,24,0.994,0.072,True,1.956,0.697,0.405,0.505,0.561,0.433,0.643,1,low,residential_low,False
8,24,1.048,0.068,True,2.5,0.681,0.431,0.46,0.551,0.42,0.616,1,low,residential_low,False
9,24,1.085,0.079,True,3.182,0.656,0.455,0.344,0.518,0.382,0.542,1,low,residential_low,False
10,24,1.104,0.088,True,3.889,0.629,0.475,0.434,0.534,0.426,0.599,1,low,residential_low,False
11,24,1.104,0.096,True,4.596,0.601,0.491,0.518,0.547,0.469,0.652,1,low,residential_low,False
12,24,1.087,0.103,True,5.303,0.571,0.503,0.643,0.569,0.529,0.731,1,low,residential_low,False
13,24,1.055,0.107,True,6.01,0.539,0.51,0.607,0.547,0.524,0.706,1,low,residential_low,False
14,24,1.009,0.109,True,6.718,0.506,0.512,0.648,0.543,0.551,0.73,1,low,residential_low,False
15,24,0.954,0.109,True,7.425,0.471,0.51,0.676,0.534,0.574,0.745,1,low,residential_low,False
16,24,0.892,0.107,True,8.132,0.434,0.503,0.679,0.516,0.587,0.743,1,low,residential_low,False
17,24,0.828,0.102,True,8.372,0.419,0.491,0.648,0.498,0.579,0.721,1,low,residential_low,False
18,24,0.764,0.096,True,7.62,0.449,0.475,0.205,0.396,0.392,0.438,1,low,residential_low,False
19,24,0.704,0.088,True,6.867,0.479,0.455,0.151,0.39,0.361,0.404,1,low,residential_low,False
20,24,0.651,0.079,True,6.115,0.507,0.431,0.111,0.385,0.336,0.378,1,low,residential_low,False
21,24,0.606,0.068,True,5.362,0.533,0.405,0.322,0.442,0.412,0.513,1,low,residential_low,False
22,24,0.571,0.058,True,4.61,0.559,0.375,0.412,0.467,0.44,0.57,1,low,residential_low,False
23,24,0.546,0.048,True,3.905,0.582,0.344,0.507,0.492,0.471,0.629,1,low,residential_low,False
24,24,0.529,0.037,True,3.354,0.597,0.31,0.512,0.49,0.468,0.63,1,low,residential_low,False
25,24,0.52,0.027,True,3.041,0.6,0.275,0.465,0.469,0.477,0.603,1,low,residential_low,False
26,24,0.516,0.017,True,3.041,0.587,0.238,0.467,0.452,0.511,0.606,1,low,residential_low,False
27,24,0.514,0.008,True,3.354,0.559,0.2,0.436,0.421,0.537,0.586,1,low,residential_low,False
28,24,0.512,0.006,True,3.905,0.518,0.161,0.431,0.389,0.577,0.581,1,low,residential_low,False
29,24,0.506,0.01,True,4.61,0.47,0.121,0.432,0.356,0.622,0.58,0,none,forest,False
0,25,0.307,0.102,True,1.118,0.642,0.132,0.436,0.437,0.569,0.597,1,low,residential_low,False
1,25,0.409,0.104,True,0.422,0.689,0.17,0.494,0.484,0.548,0.636,1,low,residential_low,False
2,25,0.513,0.104,True,0.115,0.717,0.206,0.459,0.499,0.496,0.614,1,low,residential_low,False
3,25,0.615,0.102,True,0.652,0.703,0.241,0.799,0.589,0.607,0.822,1,low,residential_low,False
4,25,0.712,0.097,True,1.189,0.689,0.275,0.783,0.588,0.576,0.808,1,low,residential_low,False
5,25,0.799,0.087,True,1.726,0.674,0.307,0.746,0.582,0.566,0.791,1,low,residential_low,False
6,25,0.875,0.076,True,2.263,0.659,0.337,0.537,0.532,0.487,0.66,1,low,residential_low,False
7,25,0.936,0.061,True,2.799,0.643,0.364,0.513,0.527,0.483,0.646,1,low,residential_low,False
8,25,0.98,0.069,True,3.336,0.626,0.389,0.424,0.504,0.453,0.59,1,low,residential_low,False
9,25,1.007,0.078,True,3.905,0.606,0.411,0.363,0.487,0.435,0.551,1,low,residential_low,False
10,25,1.016,0.088,True,4.596,0.579,0.429,0.467,0.506,0.485,0.617,1,low,residential_low,False
11,25,1.008,0.096,True,5.303,0.55,0.444,0.568,0.523,0.535,0.681,1,low,residential_low,False
12,25,0.985,0.102,True,6.01,0.52,0.455,0.702,0.546,0.598,0.766,1,low,residential_low,False
13,25,0.948,0.107,True,6.718,0.488,0.461,0.664,0.524,0.593,0.739,1,low,residential_low,False
14,25,0.901,0.108,True,7.425,0.455,0.464,0.671,0.512,0.606,0.741,1,low,residential_low,False
15,25,0.846,0.108,True,8.132,0.42,0.461,0.636,0.486,0.603,0.716,1,low,residential_low,False
16,25,0.786,0.106,True,8.839,0.384,0.455,0.619,0.464,0.608,0.702,1,low,residential_low,False
17,25,0.726,0.102,True,9.031,0.371,0.444,0.633,0.458,0.618,0.708,1,low,residential_low,False
18,25,0.669,0.095,True,8.278,0.402,0.429,0.307,0.386,0.477,0.501,1,low,residential_low,False
19,25,0.617,0.087,True,7.526,0.431,0.411,0.203,0.368,0.427,0.435,1,low,residential_low,False
20,25,0.573,0.079,True,6.773,0.46,0.389,0.184,0.37,0.41,0.423,1,low,residential_low,False
21,25,0.538,0.069,True,6.021,0.488,0.364,0.388,0.426,0.482,0.553,1,low,residential_low,False
22,25,0.513,0.059,True,5.315,0.512,0.337,0.463,0.447,0.505,0.601,1,low,residential_low,False
