id,x,y,z,width,depth,height,floor_count,density,type,roof,is_tower,macro_x,macro_y,micro_x,micro_y
1,6.4167,0.5833,0.715,0.1433,0.1433,0.96,3,low,house,gable,False,6,0,2,3
2,6.5833,0.5833,0.72,0.1433,0.1433,0.96,3,low,house,gable,False,6,0,3,3
3,6.75,0.5833,0.725,0.1433,0.1433,0.96,3,low,house,gable,False,6,0,4,3
4,6.4167,0.75,0.724,0.1433,0.1433,0.32,1,low,house,hip,False,6,0,2,4
5,6.75,0.75,0.734,0.1433,0.1433,0.32,1,low,house,gable,False,6,0,4,4
6,6.4167,0.9167,0.732,0.1433,0.1433,0.32,1,low,house,gable,False,6,0,2,5
7,6.5833,0.9167,0.738,0.1433,0.1433,0.64,2,low,house,hip,False,6,0,3,5
8,7.75,0.0833,0.712,0.1433,0.1433,0.64,2,low,house,gable,False,7,0,4,0
9,7.9167,0.0833,0.713,0.1433,0.1433,0.96,3,low,house,gable,False,7,0,5,0
10,7.75,0.25,0.722,0.1433,0.1433,0.32,1,low,house,gable,False,7,0,4,1
11,7.9167,0.25,0.723,0.1433,0.1433,0.96,3,low,house,gable,False,7,0,5,1
12,7.75,0.4167,0.733,0.1433,0.1433,0.64,2,low,house,gable,False,7,0,4,2
13,7.9167,0.4167,0.734,0.1433,0.1433,0.64,2,low,house,gable,False,7,0,5,2
14,7.75,0.5833,0.743,0.1433,0.1433,0.32,1,low,house,gable,False,7,0,4,3
15,8.25,0.25,0.724,0.1433,0.1433,0.64,2,low,house,gable,False,8,0,1,1
16,8.4167,0.25,0.724,0.1433,0.1433,0.32,1,low,house,gable,False,8,0,2,1
17,8.0833,0.4167,0.735,0.1433,0.1433,0.96,3,low,house,gable,False,8,0,0,2
18,8.25,0.4167,0.735,0.1433,0.1433,0.32,1,low,house,gable,False,8,0,1,2
19,8.4167,0.4167,0.735,0.1433,0.1433,0.64,2,low,house,gable,False,8,0,2,2
20,8.5833,0.4167,0.735,0.1433,0.1433,0.32,1,low,house,hip,False,8,0,3,2
21,8.5833,0.5833,0.746,0.1433,0.1433,0.32,1,low,house,gable,False,8,0,3,3
22,8.5833,0.75,0.757,0.1433,0.1433,0.96,3,low,house,gable,False,8,0,3,4
23,8.4167,0.9167,0.768,0.1433,0.1433,0.64,2,low,house,gable,False,8,0,2,5
24,8.5833,0.9167,0.768,0.1433,0.1433,0.32,1,low,house,hip,False,8,0,3,5
25,11.4167,0.0833,0.64,0.1433,0.1433,0.64,2,low,house,hip,False,11,0,2,0
26,11.5833,0.0833,0.633,0.1433,0.1433,0.32,1,low,house,gable,False,11,0,3,0
27,11.4167,0.25,0.653,0.1433,0.1433,0.32,1,low,house,gable,False,11,0,2,1
28,11.4167,0.75,0.695,0.1433,0.1433,0.64,2,low,house,gable,False,11,0,2,4
29,11.5833,0.75,0.688,0.1433,0.1433,0.96,3,low,house,gable,False,11,0,3,4
30,11.5833,0.9167,0.702,0.1433,0.1433,0.64,2,low,house,hip,False,11,0,3,5
31,6.0833,1.0833,0.728,0.1433,0.1433,0.64,2,low,house,hip,False,6,1,0,0
32,6.25,1.0833,0.735,0.1433,0.1433,0.64,2,low,house,gable,False,6,1,1,0
33,6.0833,1.25,0.736,0.1433,0.1433,0.32,1,low,house,hip,False,6,1,0,1
34,6.75,1.25,0.761,0.1433,0.1433,0.64,2,low,house,gable,False,6,1,4,1
35,6.75,1.4167,0.77,0.1433,0.1433,0.64,2,low,house,gable,False,6,1,4,2
36,6.9167,1.4167,0.775,0.1433,0.1433,0.96,3,low,house,gable,False,6,1,5,2
37,6.5833,1.5833,0.773,0.1433,0.1433,0.96,3,low,house,gable,False,6,1,3,3
38,6.75,1.5833,0.779,0.1433,0.1433,0.64,2,low,house,hip,False,6,1,4,3
39,6.9167,1.5833,0.784,0.1433,0.1433,0.64,2,low,house,gable,False,6,1,5,3
40,7.5833,1.0833,0.771,0.1433,0.1433,0.64,2,low,house,hip,False,7,1,3,0
41,7.75,1.0833,0.774,0.1433,0.1433,0.64,2,low,house,hip,False,7,1,4,0
42,7.5833,1.25,0.781,0.1433,0.1433,0.64,2,low,house,gable,False,7,1,3,1
43,7.4167,1.5833,0.798,0.1433,0.1433,0.64,2,low,house,gable,False,7,1,2,3
44,7.5833,1.5833,0.801,0.1433,0.1433,0.96,3,low,house,hip,False,7,1,3,3
45,7.5833,1.75,0.812,0.1433,0.1433,0.64,2,low,house,gable,False,7,1,3,4
46,7.75,1.75,0.815,0.1433,0.1433,0.32,1,low,house,gable,False,7,1,4,4
47,7.9167,1.75,0.818,0.1433,0.1433,0.64,2,low,house,gable,False,7,1,5,4
48,7.75,1.9167,0.825,0.1433,0.1433,0.32,1,low,house,gable,False,7,1,4,5
49,8.4167,1.0833,0.779,0.1433,0.1433,0.96,3,low,house,gable,False,8,1,2,0
50,8.5833,1.0833,0.78,0.1433,0.1433,0.32,1,low,house,hip,False,8,1,3,0
51,8.75,1.0833,0.78,0.1433,0.1433,0.96,3,low,house,gable,False,8,1,4,0
52,8.4167,1.25,0.791,0.1433,0.1433,0.32,1,low,house,hip,False,8,1,2,1
53,8.75,1.25,0.791,0.1433,0.1433,0.32,1,low,house,gable,False,8,1,4,1
54,8.9167,1.25,0.791,0.1433,0.1433,0.32,1,low,house,gable,False,8,1,5,1
55,8.25,1.4167,0.801,0.1433,0.1433,0.32,1,low,house,gable,False,8,1,1,2
56,8.4167,1.4167,0.802,0.1433,0.1433,0.32,1,low,house,gable,False,8,1,2,2
57,8.5833,1.4167,0.802,0.1433,0.1433,0.64,2,low,house,hip,False,8,1,3,2
58,8.75,1.4167,0.803,0.1433,0.1433,0.64,2,low,house,hip,False,8,1,4,2
59,9.9167,1.4167,0.793,0.1433,0.1433,0.96,3,low,house,gable,False,9,1,5,2
60,9.75,1.5833,0.808,0.1433,0.1433,0.96,3,low,house,gable,False,9,1,4,3
61,9.9167,1.5833,0.806,0.1433,0.1433,0.96,3,low,house,gable,False,9,1,5,3
62,9.75,1.75,0.821,0.1433,0.1433,0.96,3,low,house,hip,False,9,1,4,4
63,10.0833,1.0833,0.764,0.1433,0.1433,0.96,3,low,house,gable,False,10,1,0,0
64,10.25,1.0833,0.76,0.1433,0.1433,0.64,2,low,house,hip,False,10,1,1,0
65,10.0833,1.25,0.777,0.1433,0.1433,0.32,1,low,house,hip,False,10,1,0,1
66,10.25,1.25,0.773,0.1433,0.1433,0.32,1,low,house,gable,False,10,1,1,1
67,10.0833,1.4167,0.79,0.1433,0.1433,0.32,1,low,house,gable,False,10,1,0,2
68,10.0833,1.5833,0.803,0.1433,0.1433,0.32,1,low,house,gable,False,10,1,0,3
69,10.25,1.5833,0.8,0.1433,0.1433,0.32,1,low,house,gable,False,10,1,1,3
70,10.9167,1.5833,0.783,0.1433,0.1433,0.96,3,low,house,gable,False,10,1,5,3
71,11.5833,1.4167,0.746,0.1433,0.1433,0.32,1,low,house,gable,False,11,1,3,2
72,11.4167,1.5833,0.766,0.1433,0.1433,0.32,1,low,house,gable,False,11,1,2,3
73,11.5833,1.5833,0.76,0.1433,0.1433,0.96,3,low,house,gable,False,11,1,3,3
74,12.0833,1.0833,0.696,0.1433,0.1433,0.32,1,low,house,gable,False,12,1,0,0
75,12.25,1.0833,0.688,0.1433,0.1433,0.32,1,low,house,gable,False,12,1,1,0
76,12.0833,1.25,0.71,0.1433,0.1433,0.32,1,low,house,gable,False,12,1,0,1
77,24.0833,1.5833,0.391,0.1433,0.1433,0.96,3,low,house,gable,False,24,1,0,3
78,24.25,1.5833,0.394,0.1433,0.1433,0.32,1,low,house,gable,False,24,1,1,3
79,24.0833,1.75,0.397,0.1433,0.1433,0.64,2,low,house,gable,False,24,1,0,4
80,24.25,1.75,0.4,0.1433,0.1433,0.96,3,low,house,gable,False,24,1,1,4
81,25.75,1.5833,0.431,0.1433,0.1433,0.32,1,low,house,gable,False,25,1,4,3
82,25.5833,1.75,0.431,0.1433,0.1433,0.32,1,low,house,gable,False,25,1,3,4
83,25.9167,1.75,0.439,0.1433,0.1433,0.32,1,low,house,gable,False,25,1,5,4
84,25.75,1.9167,0.439,0.1433,0.1433,0.96,3,low,house,gable,False,25,1,4,5
85,26.25,1.4167,0.44,0.1433,0.1433,0.32,1,low,house,gable,False,26,1,1,2
86,26.4167,1.4167,0.444,0.1433,0.1433,0.32,1,low,house,gable,False,26,1,2,2
87,26.5833,1.4167,0.449,0.1433,0.1433,0.32,1,low,house,hip,False,26,1,3,2
88,26.75,1.4167,0.453,0.1433,0.1433,0.64,2,low,house,hip,False,26,1,4,2
89,26.5833,1.5833,0.452,0.1433,0.1433,0.96,3,low,house,gable,False,26,1,3,3
90,27.5833,1.75,0.478,0.1433,0.1433,0.96,3,low,house,gable,False,27,1,3,4
91,28.0833,1.0833,0.48,0.1433,0.1433,0.64,2,low,house,hip,False,28,1,0,0
92,28.25,1.0833,0.483,0.1433,0.1433,0.64,2,low,house,hip,False,28,1,1,0
93,28.4167,1.0833,0.487,0.1433,0.1433,0.96,3,low,house,gable,False,28,1,2,0
94,28.0833,1.25,0.482,0.1433,0.1433,0.64,2,low,house,gable,False,28,1,0,1
95,28.25,1.25,0.486,0.1433,0.1433,0.96,3,low,house,gable,False,28,1,1,1
96,28.25,1.4167,0.487,0.1433,0.1433,0.32,1,low,house,hip,False,28,1,1,2
97,28.5833,1.4167,0.493,0.1433,0.1433,0.64,2,low,house,gable,False,28,1,3,2
98,28.4167,1.5833,0.492,0.1433,0.1433,0.96,3,low,house,gable,False,28,1,2,3
99,28.5833,1.5833,0.495,0.1433,0.1433,0.32,1,low,house,hip,False,28,1,3,3
100,29.0833,1.5833,0.501,0.1433,0.1433,0.64,2,low,house,hip,False,29,1,0,3
101,29.9167,1.5833,0.507,0.1433,0.1433,0.64,2,low,house,gable,False,29,1,5,3
102,29.0833,1.75,0.502,0.1433,0.1433,0.64,2,low,house,hip,False,29,1,0,4
103,29.25,1.75,0.504,0.1433,0.1433,0.96,3,low,house,hip,False,29,1,1,4
104,29.75,1.75,0.507,0.1433,0.1433,0.96,3,low,house,gable,False,29,1,4,4
105,29.9167,1.75,0.507,0.1433,0.1433,0.96,3,low,house,gable,False,29,1,5,4
106,29.25,1.9167,0.504,0.1433,0.1433,0.32,1,low,house,gable,False,29,1,1,5
107,29.9167,1.9167,0.507,0.1433,0.1433,0.64,2,low,house,gable,False,29,1,5,5
108,5.25,2.0833,0.731,0.1433,0.1433,0.96,3,low,house,gable,False,5,2,1,0
109,5.4167,2.0833,0.741,0.1433,0.1433,0.96,3,low,house,gable,False,5,2,2,0
110,5.5833,2.0833,0.75,0.1433,0.1433,0.32,1,low,house,hip,False,5,2,3,0
111,5.9167,2.0833,0.768,0.1433,0.1433,0.96,3,low,house,gable,False,5,2,5,0
112,5.25,2.25,0.738,0.1433,0.1433,0.96,3,low,house,gable,False,5,2,1,1
113,5.4167,2.25,0.748,0.1433,0.1433,0.64,2,low,house,gable,False,5,2,2,1
114,5.75,2.25,0.767,0.1433,0.1433,0.96,3,low,house,hip,False,5,2,4,1
115,5.9167,2.25,0.776,0.1433,0.1433,0.96,3,low,house,gable,False,5,2,5,1
116,5.0833,2.4167,0.734,0.1433,0.1433,0.32,1,low,house,hip,False,5,2,0,2
117,5.25,2.4167,0.744,0.1433,0.1433,0.32,1,low,house,gable,False,5,2,1,2
118,5.4167,2.4167,0.755,0.1433,0.1433,0.64,2,low,house,gable,False,5,2,2,2
119,5.5833,2.4167,0.765,0.1433,0.1433,0.64,2,low,house,gable,False,5,2,3,2
120,5.75,2.4167,0.774,0.1433,0.1433,0.32,1,low,house,gable,False,5,2,4,2
121,5.25,2.5833,0.751,0.1433,0.1433,0.96,3,low,house,hip,False,5,2,1,3
122,6.4167,2.4167,0.809,0.1433,0.1433,0.96,3,low,house,gable,False,6,2,2,2
123,6.5833,2.4167,0.816,0.1433,0.1433,0.32,1,low,house,gable,False,6,2,3,2
124,6.4167,2.5833,0.817,0.1433,0.1433,0.32,1,low,house,gable,False,6,2,2,3
125,6.5833,2.5833,0.825,0.1433,0.1433,0.96,3,low,house,gable,False,6,2,3,3
126,6.75,2.5833,0.832,0.1433,0.1433,0.96,3,low,house,gable,False,6,2,4,3
127,6.5833,2.75,0.834,0.1433,0.1433,0.96,3,low,house,hip,False,6,2,3,4
128,6.75,2.75,0.841,0.1433,0.1433,0.96,3,low,house,gable,False,6,2,4,4
129,7.5833,2.75,0.872,0.1433,0.1433,0.32,1,low,house,gable,False,7,2,3,4
130,7.4167,2.9167,0.877,0.1433,0.1433,0.96,3,low,house,gable,False,7,2,2,5
131,7.5833,2.9167,0.883,0.1433,0.1433,0.32,1,low,house,gable,False,7,2,3,5
132,8.5833,2.4167,0.872,0.1433,0.1433,0.96,3,low,house,gable,False,8,2,3,2
133,8.4167,2.5833,0.881,0.1433,0.1433,0.64,2,low,house,gable,False,8,2,2,3
134,8.5833,2.5833,0.883,0.1433,0.1433,0.96,3,low,house,gable,False,8,2,3,3
135,8.75,2.5833,0.885,0.1433,0.1433,0.64,2,low,house,gable,False,8,2,4,3
136,8.25,2.75,0.889,0.1433,0.1433,0.96,3,low,house,gable,False,8,2,1,4
137,8.4167,2.75,0.892,0.1433,0.1433,0.64,2,low,house,hip,False,8,2,2,4
138,8.5833,2.75,0.895,0.1433,0.1433,0.64,2,low,house,gable,False,8,2,3,4
139,9.75,2.25,0.86,0.1433,0.1433,0.96,3,low,house,gable,False,9,2,4,1
140,9.4167,2.4167,0.875,0.1433,0.1433,0.96,3,low,house,gable,False,9,2,2,2
141,9.5833,2.4167,0.874,0.1433,0.1433,0.32,1,low,house,hip,False,9,2,3,2
142,9.9167,2.4167,0.872,0.1433,0.1433,0.64,2,low,house,gable,False,9,2,5,2
143,9.5833,2.5833,0.887,0.1433,0.1433,0.32,1,low,house,hip,False,9,2,3,3
144,9.75,2.5833,0.886,0.1433,0.1433,0.64,2,low,house,gable,False,9,2,4,3
145,10.25,2.75,0.895,0.1433,0.1433,0.64,2,low,house,gable,False,10,2,1,4
146,10.0833,2.9167,0.911,0.1433,0.1433,0.96,3,low,house,hip,False,10,2,0,5
147,10.25,2.9167,0.909,0.1433,0.1433,0.32,1,low,house,gable,False,10,2,1,5
148,10.4167,2.9167,0.907,0.1433,0.1433,0.96,3,low,house,gable,False,10,2,2,5
149,11.4167,2.0833,0.81,0.1433,0.1433,0.64,2,low,house,hip,False,11,2,2,0
150,11.25,2.25,0.83,0.1433,0.1433,0.96,3,low,house,gable,False,11,2,1,1
151,11.5833,2.25,0.819,0.1433,0.1433,0.96,3,low,house,hip,False,11,2,3,1
152,11.0833,2.4167,0.85,0.1433,0.1433,0.96,3,low,house,gable,False,11,2,0,2
153,11.25,2.4167,0.845,0.1433,0.1433,0.96,3,low,house,gable,False,11,2,1,2
154,11.25,2.5833,0.86,0.1433,0.1433,0.96,3,low,house,gable,False,11,2,1,3
155,11.0833,2.75,0.879,0.1433,0.1433,0.32,1,low,house,gable,False,11,2,0,4
156,11.25,2.75,0.875,0.1433,0.1433,0.64,2,low,house,gable,False,11,2,1,4
157,11.0833,2.9167,0.894,0.1433,0.1433,0.32,1,low,house,hip,False,11,2,0,5
158,11.25,2.9167,0.89,0.1433,0.1433,0.96,3,low,house,gable,False,11,2,1,5
159,12.5833,2.0833,0.764,0.1433,0.1433,0.32,1,low,house,gable,False,12,2,3,0
160,12.75,2.0833,0.757,0.1433,0.1433,0.96,3,low,house,gable,False,12,2,4,0
161,12.4167,2.25,0.787,0.1433,0.1433,0.32,1,low,house,gable,False,12,2,2,1
162,12.5833,2.25,0.78,0.1433,0.1433,0.64,2,low,house,hip,False,12,2,3,1
163,12.75,2.25,0.772,0.1433,0.1433,0.64,2,low,house,gable,False,12,2,4,1
164,12.75,2.4167,0.788,0.1433,0.1433,0.96,3,low,house,hip,False,12,2,4,2
165,12.5833,2.5833,0.812,0.1433,0.1433,0.64,2,low,house,gable,False,12,2,3,3
166,12.75,2.5833,0.804,0.1433,0.1433,0.96,3,low,house,gable,False,12,2,4,3
167,12.9167,2.5833,0.797,0.1433,0.1433,0.64,2,low,house,gable,False,12,2,5,3
168,12.75,2.75,0.82,0.1433,0.1433,0.96,3,low,house,gable,False,12,2,4,4
169,12.9167,2.75,0.813,0.1433,0.1433,0.64,2,low,house,hip,False,12,2,5,4
170,13.4167,2.25,0.74,0.1433,0.1433,0.96,3,low,house,gable,False,13,2,2,1
171,13.5833,2.25,0.732,0.1433,0.1433,0.32,1,low,house,gable,False,13,2,3,1
172,13.25,2.4167,0.765,0.1433,0.1433,0.96,3,low,house,gable,False,13,2,1,2
173,13.5833,2.4167,0.748,0.1433,0.1433,0.96,3,low,house,gable,False,13,2,3,2
174,13.75,2.4167,0.739,0.1433,0.1433,0.96,3,low,house,gable,False,13,2,4,2
175,13.0833,2.5833,0.789,0.1433,0.1433,0.32,1,low,house,gable,False,13,2,0,3
176,13.25,2.5833,0.781,0.1433,0.1433,0.32,1,low,house,gable,False,13,2,1,3
177,14.25,2.5833,0.729,0.1433,0.1433,0.32,1,low,house,gable,False,14,2,1,3
178,14.4167,2.5833,0.72,0.1433,0.1433,0.64,2,low,house,gable,False,14,2,2,3
179,14.25,2.75,0.745,0.1433,0.1433,0.96,3,low,house,hip,False,14,2,1,4
180,14.4167,2.75,0.736,0.1433,0.1433,0.96,3,low,house,gable,False,14,2,2,4
181,15.5833,2.25,0.622,0.1433,0.1433,0.64,2,low,house,gable,False,15,2,3,1
182,15.4167,2.4167,0.647,0.1433,0.1433,0.96,3,low,house,gable,False,15,2,2,2
183,15.5833,2.4167,0.638,0.1433,0.1433,0.96,3,low,house,gable,False,15,2,3,2
184,16.0833,2.75,0.642,0.1433,0.1433,0.32,1,low,house,gable,False,16,2,0,4
185,16.25,2.75,0.633,0.1433,0.1433,0.96,3,low,house,hip,False,16,2,1,4
186,16.0833,2.9167,0.658,0.1433,0.1433,0.64,2,low,house,hip,False,16,2,0,5
187,16.25,2.9167,0.649,0.1433,0.1433,0.96,3,low,house,gable,False,16,2,1,5
188,16.4167,2.9167,0.64,0.1433,0.1433,0.32,1,low,house,gable,False,16,2,2,5
189,17.0833,2.4167,0.556,0.1433,0.1433,0.32,1,low,house,hip,False,17,2,0,2
190,17.0833,2.5833,0.572,0.1433,0.1433,0.96,3,low,house,hip,False,17,2,0,3
191,17.25,2.5833,0.563,0.1433,0.1433,0.96,3,low,house,gable,False,17,2,1,3
192,17.0833,2.75,0.587,0.1433,0.1433,0.32,1,low,house,gable,False,17,2,0,4
193,17.5833,2.75,0.562,0.1433,0.1433,0.32,1,low,house,gable,False,17,2,3,4
194,17.75,2.75,0.553,0.1433,0.1433,0.64,2,low,house,gable,False,17,2,4,4
195,17.25,2.9167,0.594,0.1433,0.1433,0.64,2,low,house,hip,False,17,2,1,5
196,17.4167,2.9167,0.585,0.1433,0.1433,0.96,3,low,house,gable,False,17,2,2,5
197,17.5833,2.9167,0.577,0.1433,0.1433,0.96,3,low,house,hip,False,17,2,3,5
198,18.4167,2.0833,0.466,0.1433,0.1433,0.32,1,low,house,gable,False,18,2,2,0
199,18.25,2.25,0.487,0.1433,0.1433,0.32,1,low,house,gable,False,18,2,1,1
200,18.4167,2.25,0.48,0.1433,0.1433,0.96,3,low,house,gable,False,18,2,2,1
201,18.25,2.4167,0.501,0.1433,0.1433,0.96,3,low,house,gable,False,18,2,1,2
202,18.4167,2.4167,0.494,0.1433,0.1433,0.64,2,low,house,gable,False,18,2,2,2
203,18.25,2.5833,0.515,0.1433,0.1433,0.32,1,low,house,gable,False,18,2,1,3
204,18.4167,2.5833,0.508,0.1433,0.1433,0.96,3,low,house,gable,False,18,2,2,3
205,18.5833,2.5833,0.501,0.1433,0.1433,0.96,3,low,house,gable,False,18,2,3,3
206,18.4167,2.75,0.523,0.1433,0.1433,0.64,2,low,house,gable,False,18,2,2,4
207,19.25,2.0833,0.436,0.1433,0.1433,0.64,2,low,house,hip,False,19,2,1,0
208,19.4167,2.0833,0.431,0.1433,0.1433,0.32,1,low,house,hip,False,19,2,2,0
209,19.4167,2.25,0.444,0.1433,0.1433,0.96,3,low,house,hip,False,19,2,2,1
210,20.0833,2.0833,0.414,0.1433,0.1433,0.64,2,low,house,hip,False,20,2,0,0
211,20.25,2.0833,0.411,0.1433,0.1433,0.96,3,low,house,gable,False,20,2,1,0
212,20.4167,2.0833,0.408,0.1433,0.1433,0.32,1,low,house,hip,False,20,2,2,0
213,20.5833,2.0833,0.405,0.1433,0.1433,0.32,1,low,house,hip,False,20,2,3,0
214,20.75,2.0833,0.402,0.1433,0.1433,0.32,1,low,house,gable,False,20,2,4,0
215,20.25,2.25,0.423,0.1433,0.1433,0.96,3,low,house,gable,False,20,2,1,1
216,20.4167,2.25,0.419,0.1433,0.1433,0.96,3,low,house,gable,False,20,2,2,1
217,20.5833,2.25,0.416,0.1433,0.1433,0.64,2,low,house,gable,False,20,2,3,1
218,20.5833,2.4167,0.427,0.1433,0.1433,0.64,2,low,house,gable,False,20,2,3,2
219,20.75,2.4167,0.424,0.1433,0.1433,0.64,2,low,house,gable,False,20,2,4,2
220,20.5833,2.75,0.45,0.1433,0.1433,0.32,1,low,house,gable,False,20,2,3,4
221,21.5833,2.0833,0.394,0.1433,0.1433,0.32,1,low,house,gable,False,21,2,3,0
222,21.25,2.25,0.406,0.1433,0.1433,0.64,2,low,house,gable,False,21,2,1,1
223,21.4167,2.25,0.405,0.1433,0.1433,0.32,1,low,house,gable,False,21,2,2,1
224,21.5833,2.25,0.404,0.1433,0.1433,0.32,1,low,house,gable,False,21,2,3,1
225,21.25,2.4167,0.417,0.1433,0.1433,0.32,1,low,house,hip,False,21,2,1,2
226,21.4167,2.4167,0.415,0.1433,0.1433,0.32,1,low,house,hip,False,21,2,2,2
227,21.5833,2.5833,0.423,0.1433,0.1433,0.32,1,low,house,hip,False,21,2,3,3
228,21.0833,2.75,0.44,0.1433,0.1433,0.32,1,low,house,gable,False,21,2,0,4
229,21.25,2.75,0.438,0.1433,0.1433,0.32,1,low,house,gable,False,21,2,1,4
230,21.4167,2.75,0.435,0.1433,0.1433,0.96,3,low,house,hip,False,21,2,2,4
231,21.5833,2.75,0.433,0.1433,0.1433,0.64,2,low,house,gable,False,21,2,3,4
232,21.25,2.9167,0.448,0.1433,0.1433,0.96,3,low,house,gable,False,21,2,1,5
233,21.4167,2.9167,0.445,0.1433,0.1433,0.96,3,low,house,gable,False,21,2,2,5
234,24.0833,2.0833,0.41,0.1433,0.1433,0.64,2,low,house,hip,False,24,2,0,0
235,24.25,2.0833,0.412,0.1433,0.1433,0.64,2,low,house,gable,False,24,2,1,0
236,24.0833,2.25,0.416,0.1433,0.1433,0.32,1,low,house,gable,False,24,2,0,1
237,24.0833,2.4167,0.422,0.1433,0.1433,0.32,1,low,house,gable,False,24,2,0,2
238,24.25,2.4167,0.424,0.1433,0.1433,0.96,3,low,house,gable,False,24,2,1,2
239,24.0833,2.5833,0.428,0.1433,0.1433,0.64,2,low,house,gable,False,24,2,0,3
240,24.4167,2.5833,0.432,0.1433,0.1433,0.32,1,low,house,gable,False,24,2,2,3
241,24.5833,2.75,0.44,0.1433,0.1433,0.64,2,low,house,gable,False,24,2,3,4
242,25.5833,2.0833,0.439,0.1433,0.1433,0.64,2,low,house,hip,False,25,2,3,0
243,25.75,2.0833,0.443,0.1433,0.1433,0.64,2,low,house,gable,False,25,2,4,0
244,25.5833,2.25,0.444,0.1433,0.1433,0.32,1,low,house,gable,False,25,2,3,1
245,25.75,2.25,0.447,0.1433,0.1433,0.64,2,low,house,gable,False,25,2,4,1
246,25.9167,2.25,0.451,0.1433,0.1433,0.64,2,low,house,hip,False,25,2,5,1
247,25.75,2.4167,0.451,0.1433,0.1433,0.96,3,low,house,gable,False,25,2,4,2
248,25.75,2.5833,0.455,0.1433,0.1433,0.96,3,low,house,gable,False,25,2,4,3
249,25.9167,2.5833,0.458,0.1433,0.1433,0.64,2,low,house,gable,False,25,2,5,3
250,25.5833,2.75,0.455,0.1433,0.1433,0.32,1,low,house,gable,False,25,2,3,4
251,25.75,2.75,0.458,0.1433,0.1433,0.96,3,low,house,gable,False,25,2,4,4
252,25.5833,2.9167,0.459,0.1433,0.1433,0.96,3,low,house,gable,False,25,2,3,5
253,26.75,2.0833,0.465,0.1433,0.1433,0.32,1,low,house,gable,False,26,2,4,0
254,26.9167,2.0833,0.469,0.1433,0.1433,0.32,1,low,house,gable,False,26,2,5,0
255,26.9167,2.25,0.471,0.1433,0.1433,0.96,3,low,house,gable,False,26,2,5,1
256,27.9167,2.4167,0.491,0.1433,0.1433,0.64,2,low,house,gable,False,27,2,5,2
257,27.5833,2.5833,0.487,0.1433,0.1433,0.96,3,low,house,hip,False,27,2,3,3
258,27.75,2.5833,0.49,0.1433,0.1433,0.32,1,low,house,gable,False,27,2,4,3
259,27.9167,2.5833,0.492,0.1433,0.1433,0.96,3,low,house,gable,False,27,2,5,3
260,27.4167,2.75,0.486,0.1433,0.1433,0.32,1,low,house,gable,False,27,2,2,4
261,27.75,2.75,0.491,0.1433,0.1433,0.32,1,low,house,gable,False,27,2,4,4
262,27.9167,2.75,0.493,0.1433,0.1433,0.96,3,low,house,hip,False,27,2,5,4
263,27.5833,2.9167,0.49,0.1433,0.1433,0.32,1,low,house,hip,False,27,2,3,5
264,27.9167,2.9167,0.494,0.1433,0.1433,0.96,3,low,house,hip,False,27,2,5,5
265,28.0833,2.25,0.492,0.1433,0.1433,0.64,2,low,house,gable,False,28,2,0,1
266,28.75,2.75,0.502,0.1433,0.1433,0.32,1,low,house,hip,False,28,2,4,4
267,28.9167,2.75,0.503,0.1433,0.1433,0.32,1,low,house,gable,False,28,2,5,4
268,28.75,2.9167,0.502,0.1433,0.1433,0.32,1,low,house,hip,False,28,2,4,5
269,28.9167,2.9167,0.503,0.1433,0.1433,0.64,2,low,house,hip,False,28,2,5,5
270,4.25,3.0833,0.695,0.1433,0.1433,0.64,2,low,house,gable,False,4,3,1,0
271,4.4167,3.0833,0.708,0.1433,0.1433,0.96,3,low,house,gable,False,4,3,2,0
272,4.0833,3.25,0.686,0.1433,0.1433,0.96,3,low,house,gable,False,4,3,0,1
273,4.4167,3.25,0.713,0.1433,0.1433,0.32,1,low,house,gable,False,4,3,2,1
274,4.0833,3.4167,0.69,0.1433,0.1433,0.64,2,low,house,gable,False,4,3,0,2
275,4.4167,3.4167,0.718,0.1433,0.1433,0.64,2,low,house,hip,False,4,3,2,2
276,4.25,3.5833,0.709,0.1433,0.1433,0.32,1,low,house,gable,False,4,3,1,3
277,4.4167,3.5833,0.723,0.1433,0.1433,0.64,2,low,house,gable,False,4,3,2,3
278,5.5833,3.5833,0.814,0.1433,0.1433,0.64,2,low,house,gable,False,5,3,3,3
279,5.75,3.5833,0.825,0.1433,0.1433,0.96,3,low,house,gable,False,5,3,4,3
280,5.9167,3.5833,0.836,0.1433,0.1433,0.64,2,low,house,hip,False,5,3,5,3
281,5.4167,3.75,0.808,0.1433,0.1433,0.96,3,low,house,hip,False,5,3,2,4
282,5.75,3.75,0.832,0.1433,0.1433,0.64,2,low,house,hip,False,5,3,4,4
283,5.5833,3.9167,0.827,0.1433,0.1433,0.64,2,low,house,hip,False,5,3,3,5
284,5.75,3.9167,0.839,0.1433,0.1433,0.96,3,low,house,gable,False,5,3,4,5
285,5.9167,3.9167,0.851,0.1433,0.1433,0.96,3,low,house,gable,False,5,3,5,5
286,6.4167,3.25,0.85,0.1433,0.1433,0.64,2,low,house,gable,False,6,3,2,1
287,6.25,3.4167,0.849,0.1433,0.1433,0.64,2,low,house,gable,False,6,3,1,2
288,6.4167,3.4167,0.859,0.1433,0.1433,0.64,2,low,house,hip,False,6,3,2,2
