x,y,height,slope,buildable,distance_to_road,accessibility,state,density,type,is_tower
25,13,0.633,0.079,True,4.824,0.579,1,low,residential_low,False
26,13,0.564,0.069,True,5.513,0.529,1,low,residential_low,False
27,13,0.503,0.061,True,6.2,0.479,1,low,residential_low,False
28,13,0.448,0.055,True,6.886,0.429,0,none,forest,False
29,13,0.397,0.051,True,7.573,0.379,0,none,forest,False
0,14,0.189,0.157,True,6.801,0.434,0,none,forest,False
1,14,0.346,0.166,True,6.265,0.476,0,none,forest,False
2,14,0.512,0.172,True,5.852,0.513,1,low,residential_low,False
3,14,0.684,0.174,True,5.59,0.543,2,medium,residential_medium,False
4,14,0.858,0.174,True,4.751,0.601,2,medium,residential_medium,False
5,14,1.027,0.169,True,3.761,0.665,2,medium,residential_medium,False
6,14,1.188,0.161,True,2.77,0.73,2,medium,residential_medium,False
7,14,1.335,0.147,True,1.779,0.795,2,medium,residential_medium,False
8,14,1.465,0.13,True,0.788,0.86,2,medium,residential_medium,False
9,14,1.573,0.108,True,0.203,0.905,2,medium,residential_medium,False
10,14,1.655,0.082,True,1.193,0.874,3,high,urban_high,False
11,14,1.711,0.056,True,2.184,0.844,3,high,urban_high,False
12,14,1.737,0.026,True,1.979,0.871,5,none,plaza,False
13,14,1.735,0.03,True,1.476,0.912,3,high,urban_high,False
14,14,1.705,0.055,True,0.972,0.953,5,none,plaza,False
15,14,1.65,0.077,True,0.468,0.96,5,none,plaza,False
16,14,1.573,0.095,True,0.036,0.964,5,none,plaza,False
17,14,1.478,0.107,True,0.54,0.923,2,medium,residential_medium,False
18,14,1.371,0.115,True,1.044,0.881,3,high,urban_high,False
19,14,1.256,0.118,True,0.526,0.889,3,high,urban_high,False
20,14,1.138,0.118,True,0.263,0.885,3,high,urban_high,False
21,14,1.023,0.115,True,1.052,0.83,2,medium,residential_medium,False
22,14,0.913,0.11,True,1.842,0.775,2,medium,residential_medium,False
23,14,0.811,0.102,True,2.631,0.72,2,medium,residential_medium,False
24,14,0.72,0.091,True,3.421,0.665,2,medium,residential_medium,False
25,14,0.639,0.081,True,4.21,0.61,1,low,residential_low,False
26,14,0.568,0.071,True,4.986,0.555,1,low,residential_low,False
27,14,0.505,0.063,True,5.738,0.502,1,low,residential_low,False
28,14,0.448,0.057,True,6.491,0.449,0,none,forest,False
29,14,0.395,0.053,True,7.244,0.395,0,none,forest,False
0,15,0.192,0.156,True,6.021,0.471,0,none,forest,False
1,15,0.348,0.166,True,5.408,0.517,1,low,residential_low,False
2,15,0.514,0.173,True,4.924,0.557,1,low,residential_low,False
3,15,0.687,0.173,True,4.61,0.59,2,medium,residential_medium,False
4,15,0.86,0.173,True,4.5,0.612,2,medium,residential_medium,False
5,15,1.029,0.169,True,3.896,0.658,2,medium,residential_medium,False
6,15,1.19,0.161,True,2.905,0.723,2,medium,residential_medium,False
7,15,1.337,0.147,True,1.914,0.787,2,medium,residential_medium,False
8,15,1.467,0.13,True,0.923,0.852,2,medium,residential_medium,False
9,15,1.575,0.108,True,0.068,0.91,2,medium,residential_medium,False
10,15,1.657,0.082,True,1.058,0.879,3,high,urban_high,False
11,15,1.713,0.056,True,1.691,0.865,3,high,urban_high,False
12,15,1.739,0.026,True,1.116,0.908,3,high,urban_high,False
13,15,1.737,0.03,True,0.612,0.946,3,high,urban_high,False
14,15,1.707,0.055,True,0.108,0.978,3,high,urban_high,False
15,15,1.652,0.077,True,0.396,0.957,3,high,urban_high,False
16,15,1.575,0.095,True,0.9,0.919,3,high,urban_high,False
17,15,1.48,0.107,True,1.404,0.878,5,none,plaza,False
18,15,1.373,0.115,True,1.908,0.838,5,none,plaza,False
19,15,1.258,0.118,True,1.14,0.858,2,medium,residential_medium,False
20,15,1.14,0.118,True,0.351,0.879,3,high,urban_high,False
21,15,1.025,0.115,True,0.439,0.858,2,medium,residential_medium,False
22,15,0.915,0.11,True,1.228,0.803,2,medium,residential_medium,False
23,15,0.813,0.102,True,2.017,0.748,2,medium,residential_medium,False
24,15,0.722,0.091,True,2.807,0.693,1,low,residential_low,False
25,15,0.641,0.081,True,3.575,0.639,1,low,residential_low,False
26,15,0.57,0.071,True,4.327,0.586,1,low,residential_low,False
27,15,0.507,0.063,True,5.08,0.533,1,low,residential_low,False
28,15,0.45,0.057,True,5.832,0.48,0,none,forest,False
29,15,0.397,0.053,True,6.585,0.426,0,none,forest,False
0,16,0.197,0.155,True,5.315,0.503,1,low,residential_low,False
1,16,0.352,0.165,True,4.61,0.554,1,low,residential_low,False
2,16,0.517,0.17,True,4.031,0.598,2,medium,residential_medium,False
3,16,0.687,0.171,True,3.64,0.634,2,medium,residential_medium,False
4,16,0.858,0.171,True,3.5,0.657,2,medium,residential_medium,False
5,16,1.025,0.167,True,3.554,0.672,2,medium,residential_medium,False
6,16,1.184,0.159,True,2.621,0.733,2,medium,residential_medium,False
7,16,1.329,0.145,True,1.687,0.795,2,medium,residential_medium,False
8,16,1.456,0.127,True,0.754,0.856,2,medium,residential_medium,False
9,16,1.562,0.106,True,0.179,0.899,2,medium,residential_medium,False
10,16,1.643,0.081,True,1.113,0.87,2,medium,residential_medium,False
11,16,1.696,0.053,True,0.882,0.896,4,high,tower_candidate,True
12,16,1.721,0.036,True,0.294,0.938,1,low,residential_low,False
13,16,1.718,0.038,True,0.252,0.95,3,high,urban_high,False
14,16,1.688,0.055,True,0.756,0.929,2,medium,residential_medium,False
15,16,1.633,0.077,True,1.26,0.901,4,high,tower_candidate,True
16,16,1.556,0.094,True,1.764,0.867,3,high,urban_high,False
17,16,1.462,0.106,True,2.267,0.829,2,medium,residential_medium,False
18,16,1.356,0.113,True,2.543,0.801,3,high,urban_high,False
19,16,1.243,0.115,True,1.754,0.824,4,high,tower_candidate,True
20,16,1.128,0.115,True,0.965,0.846,3,high,urban_high,False
21,16,1.014,0.114,True,0.175,0.867,2,medium,residential_medium,False
22,16,0.907,0.107,True,0.614,0.83,2,medium,residential_medium,False
23,16,0.807,0.1,True,1.403,0.775,2,medium,residential_medium,False
24,16,0.718,0.089,True,2.164,0.722,1,low,residential_low,False
25,16,0.64,0.078,True,2.916,0.669,1,low,residential_low,False
26,16,0.571,0.069,True,3.669,0.616,1,low,residential_low,False
27,16,0.51,0.061,True,4.421,0.563,1,low,residential_low,False
28,16,0.455,0.055,True,5.174,0.51,1,low,residential_low,False
29,16,0.403,0.052,True,5.927,0.456,0,none,forest,False
0,17,0.206,0.152,True,4.717,0.529,1,low,residential_low,False
1,17,0.358,0.162,True,3.905,0.584,1,low,residential_low,False
2,17,0.52,0.166,True,3.202,0.635,1,low,residential_low,False
3,17,0.686,0.167,True,2.693,0.676,2,medium,residential_medium,False
4,17,0.853,0.167,True,2.5,0.701,2,medium,residential_medium,False
5,17,1.016,0.163,True,2.63,0.711,2,medium,residential_medium,False
6,17,1.17,0.154,True,2.262,0.745,2,medium,residential_medium,False
7,17,1.311,0.141,True,1.328,0.806,2,medium,residential_medium,False
8,17,1.434,0.123,True,0.395,0.866,2,medium,residential_medium,False
9,17,1.535,0.101,True,0.538,0.875,2,medium,residential_medium,False
10,17,1.612,0.077,True,0.662,0.883,2,medium,residential_medium,False
11,17,1.662,0.05,True,0.074,0.924,2,medium,residential_medium,False
12,17,1.685,0.054,True,0.354,0.921,3,high,urban_high,False
13,17,1.68,0.057,True,1.061,0.895,2,medium,residential_medium,False
14,17,1.648,0.058,True,1.62,0.871,3,high,urban_high,False
15,17,1.593,0.075,True,2.123,0.844,3,high,urban_high,False
16,17,1.518,0.092,True,2.627,0.812,3,high,urban_high,False
17,17,1.426,0.104,True,3.131,0.777,2,medium,residential_medium,False
18,17,1.322,0.11,True,3.157,0.763,3,high,urban_high,False
19,17,1.212,0.111,True,2.368,0.786,2,medium,residential_medium,False
20,17,1.101,0.111,True,1.579,0.809,2,medium,residential_medium,False
21,17,0.992,0.109,True,0.789,0.832,2,medium,residential_medium,False
22,17,0.888,0.104,True,0.0,0.854,2,medium,residential_medium,False
23,17,0.794,0.094,True,0.753,0.802,1,low,residential_low,False
24,17,0.709,0.085,True,1.505,0.749,1,low,residential_low,False
25,17,0.635,0.074,True,2.258,0.697,1,low,residential_low,False
26,17,0.57,0.065,True,3.01,0.644,1,low,residential_low,False
27,17,0.512,0.058,True,3.763,0.591,1,low,residential_low,False
28,17,0.461,0.051,True,4.515,0.538,1,low,residential_low,False
29,17,0.412,0.049,True,5.268,0.485,0,none,forest,False
0,18,0.218,0.148,True,4.272,0.546,1,low,residential_low,False
1,18,0.366,0.157,True,3.354,0.606,1,low,residential_low,False
2,18,0.523,0.161,True,2.5,0.664,1,low,residential_low,False
3,18,0.684,0.161,True,1.803,0.713,2,medium,residential_medium,False
4,18,0.845,0.161,True,1.5,0.744,2,medium,residential_medium,False
5,18,1.002,0.157,True,1.644,0.753,2,medium,residential_medium,False
6,18,1.149,0.147,True,1.808,0.76,2,medium,residential_medium,False
7,18,1.283,0.134,True,0.969,0.816,2,medium,residential_medium,False
8,18,1.4,0.117,True,0.036,0.875,2,medium,residential_medium,False
9,18,1.495,0.095,True,0.441,0.869,2,medium,residential_medium,False
10,18,1.566,0.071,True,0.147,0.896,2,medium,residential_medium,False
11,18,1.612,0.065,True,0.354,0.898,2,medium,residential_medium,False
12,18,1.631,0.07,True,1.061,0.873,3,high,urban_high,False
13,18,1.623,0.073,True,1.768,0.845,3,high,urban_high,False
14,18,1.59,0.074,True,2.475,0.813,3,high,urban_high,False
15,18,1.535,0.074,True,2.987,0.786,3,high,urban_high,False
16,18,1.461,0.089,True,3.491,0.756,3,high,urban_high,False
17,18,1.372,0.1,True,3.995,0.722,3,high,urban_high,False
18,18,1.272,0.105,True,3.771,0.722,2,medium,residential_medium,False
19,18,1.167,0.106,True,2.982,0.747,2,medium,residential_medium,False
20,18,1.061,0.106,True,2.193,0.771,2,medium,residential_medium,False
21,18,0.958,0.103,True,1.411,0.794,2,medium,residential_medium,False
22,18,0.861,0.097,True,0.659,0.816,2,medium,residential_medium,False
23,18,0.773,0.088,True,0.094,0.827,1,low,residential_low,False
24,18,0.695,0.078,True,0.847,0.775,1,low,residential_low,False
25,18,0.626,0.069,True,1.599,0.723,1,low,residential_low,False
26,18,0.567,0.059,True,2.352,0.671,1,low,residential_low,False
27,18,0.515,0.052,True,3.104,0.618,1,low,residential_low,False
28,18,0.468,0.047,True,3.857,0.566,1,low,residential_low,False
29,18,0.423,0.045,True,4.61,0.513,1,low,residential_low,False
0,19,0.231,0.143,True,4.031,0.552,1,low,residential_low,False
1,19,0.374,0.151,True,3.041,0.616,1,low,residential_low,False
2,19,0.525,0.155,True,2.062,0.679,1,low,residential_low,False
3,19,0.68,0.155,True,1.118,0.74,1,low,residential_low,False
4,19,0.834,0.154,True,0.5,0.785,2,medium,residential_medium,False
5,19,0.983,0.149,True,0.658,0.793,2,medium,residential_medium,False
6,19,1.122,0.139,True,0.822,0.799,2,medium,residential_medium,False
7,19,1.248,0.126,True,0.61,0.824,2,medium,residential_medium,False
8,19,1.356,0.108,True,0.221,0.856,2,medium,residential_medium,False
9,19,1.443,0.087,True,0.354,0.862,2,medium,residential_medium,False
10,19,1.508,0.069,True,0.354,0.874,2,medium,residential_medium,False
11,19,1.547,0.076,True,1.061,0.849,3,high,urban_high,False
12,19,1.561,0.081,True,1.768,0.823,3,high,urban_high,False
13,19,1.55,0.085,True,2.475,0.794,3,high,urban_high,False
14,19,1.516,0.088,True,3.182,0.761,3,high,urban_high,False
15,19,1.461,0.088,True,3.851,0.728,3,high,urban_high,False
16,19,1.388,0.086,True,4.355,0.698,2,medium,residential_medium,False
17,19,1.302,0.095,True,4.859,0.667,2,medium,residential_medium,False
18,19,1.207,0.099,True,4.385,0.68,2,medium,residential_medium,False
19,19,1.108,0.099,True,3.596,0.706,2,medium,residential_medium,False
20,19,1.009,0.099,True,2.822,0.731,2,medium,residential_medium,False
21,19,0.914,0.095,True,2.07,0.754,2,medium,residential_medium,False
22,19,0.825,0.089,True,1.317,0.776,1,low,residential_low,False
23,19,0.745,0.08,True,0.564,0.797,1,low,residential_low,False
24,19,0.675,0.07,True,0.188,0.8,1,low,residential_low,False
25,19,0.615,0.06,True,0.941,0.748,1,low,residential_low,False
26,19,0.563,0.052,True,1.693,0.697,1,low,residential_low,False
27,19,0.518,0.045,True,2.446,0.645,1,low,residential_low,False
28,19,0.477,0.041,True,3.202,0.592,1,low,residential_low,False
29,19,0.437,0.04,True,4.031,0.536,1,low,residential_low,False
0,20,0.247,0.136,True,4.031,0.546,1,low,residential_low,False
1,20,0.383,0.144,True,3.041,0.609,1,low,residential_low,False
2,20,0.527,0.147,True,2.062,0.672,1,low,residential_low,False
3,20,0.674,0.147,True,1.118,0.732,1,low,residential_low,False
4,20,0.819,0.145,True,0.493,0.777,1,low,residential_low,False
5,20,0.959,0.14,True,0.329,0.8,2,medium,residential_medium,False
6,20,1.089,0.13,True,0.164,0.821,2,medium,residential_medium,False
7,20,1.205,0.116,True,0.0,0.843,2,medium,residential_medium,False
8,20,1.304,0.099,True,0.354,0.838,2,medium,residential_medium,False
9,20,1.382,0.078,True,0.354,0.85,2,medium,residential_medium,False
10,20,1.439,0.078,True,1.061,0.826,2,medium,residential_medium,False
11,20,1.471,0.085,True,1.768,0.8,2,medium,residential_medium,False
12,20,1.48,0.092,True,2.475,0.773,3,high,urban_high,False
13,20,1.465,0.096,True,3.182,0.743,3,high,urban_high,False
14,20,1.428,0.097,True,3.889,0.71,4,high,tower_candidate,True
15,20,1.373,0.097,True,4.596,0.675,3,high,urban_high,False
16,20,1.303,0.096,True,5.219,0.641,3,high,urban_high,False
17,20,1.22,0.091,True,5.723,0.61,2,medium,residential_medium,False
18,20,1.131,0.092,True,4.999,0.636,2,medium,residential_medium,False
19,20,1.039,0.092,True,4.233,0.663,2,medium,residential_medium,False
20,20,0.948,0.091,True,3.481,0.688,2,medium,residential_medium,False
21,20,0.862,0.086,True,2.728,0.711,1,low,residential_low,False
22,20,0.783,0.079,True,1.976,0.734,1,low,residential_low,False
23,20,0.713,0.07,True,1.223,0.756,1,low,residential_low,False
24,20,0.652,0.061,True,0.47,0.778,1,low,residential_low,False
25,20,0.601,0.051,True,0.282,0.773,1,low,residential_low,False
26,20,0.557,0.044,True,1.035,0.721,1,low,residential_low,False
27,20,0.52,0.037,True,1.803,0.669,1,low,residential_low,False
28,20,0.486,0.034,True,2.693,0.61,1,low,residential_low,False
29,20,0.452,0.034,True,3.64,0.549,1,low,residential_low,False
0,21,0.262,0.13,True,4.272,0.527,1,low,residential_low,False
1,21,0.392,0.137,True,3.354,0.586,1,low,residential_low,False
2,21,0.529,0.138,True,2.5,0.643,1,low,residential_low,False
3,21,0.667,0.138,True,1.803,0.691,1,low,residential_low,False
4,21,0.803,0.136,True,1.48,0.72,1,low,residential_low,False
5,21,0.932,0.129,True,1.315,0.742,1,low,residential_low,False
6,21,1.052,0.12,True,0.826,0.779,2,medium,residential_medium,False
7,21,1.157,0.105,True,0.108,0.826,2,medium,residential_medium,False
8,21,1.245,0.088,True,0.354,0.826,2,medium,residential_medium,False
9,21,1.314,0.073,True,1.061,0.802,2,medium,residential_medium,False
10,21,1.361,0.083,True,1.768,0.777,2,medium,residential_medium,False
11,21,1.386,0.091,True,2.475,0.751,2,medium,residential_medium,False
12,21,1.388,0.097,True,3.182,0.723,2,medium,residential_medium,False
13,21,1.369,0.102,True,3.889,0.692,3,high,urban_high,False
14,21,1.331,0.104,True,4.596,0.659,3,high,urban_high,False
15,21,1.276,0.105,True,5.303,0.624,3,high,urban_high,False
16,21,1.207,0.102,True,6.01,0.586,3,high,urban_high,False
17,21,1.129,0.097,True,6.403,0.562,2,medium,residential_medium,False
18,21,1.046,0.091,True,5.644,0.591,2,medium,residential_medium,False
19,21,0.962,0.084,True,4.892,0.618,1,low,residential_low,False
20,21,0.88,0.082,True,4.139,0.643,1,low,residential_low,False
21,21,0.803,0.077,True,3.387,0.668,1,low,residential_low,False
22,21,0.735,0.068,True,2.634,0.692,1,low,residential_low,False
23,21,0.675,0.06,True,1.881,0.715,1,low,residential_low,False
24,21,0.625,0.05,True,1.129,0.737,1,low,residential_low,False
25,21,0.584,0.041,True,0.376,0.759,1,low,residential_low,False
26,21,0.55,0.034,True,0.5,0.739,1,low,residential_low,False
27,21,0.521,0.029,True,1.5,0.676,1,low,residential_low,False
28,21,0.495,0.027,True,2.5,0.612,1,low,residential_low,False
29,21,0.468,0.027,True,3.5,0.549,1,low,residential_low,False
0,22,0.277,0.123,True,3.49,0.557,1,low,residential_low,False
1,22,0.4,0.128,True,2.953,0.597,1,low,residential_low,False
2,22,0.528,0.13,True,2.416,0.638,1,low,residential_low,False
3,22,0.658,0.13,True,1.879,0.677,1,low,residential_low,False
4,22,0.784,0.126,True,1.342,0.717,1,low,residential_low,False
5,22,0.903,0.119,True,0.805,0.756,1,low,residential_low,False
6,22,1.011,0.108,True,0.268,0.794,1,low,residential_low,False
7,22,1.105,0.094,True,0.354,0.802,2,medium,residential_medium,False
8,22,1.182,0.077,True,1.061,0.778,2,medium,residential_medium,False
9,22,1.241,0.077,True,1.768,0.754,2,medium,residential_medium,False
10,22,1.278,0.086,True,2.475,0.728,2,medium,residential_medium,False
11,22,1.295,0.095,True,3.182,0.701,2,medium,residential_medium,False
12,22,1.291,0.101,True,3.889,0.672,2,medium,residential_medium,False
13,22,1.267,0.105,True,4.596,0.641,2,medium,residential_medium,False
14,22,1.227,0.109,True,5.303,0.608,3,high,urban_high,False
15,22,1.171,0.108,True,6.01,0.573,2,medium,residential_medium,False
16,22,1.105,0.106,True,6.718,0.536,2,medium,residential_medium,False
17,22,1.032,0.102,True,7.055,0.514,2,medium,residential_medium,False
18,22,0.955,0.095,True,6.303,0.544,1,low,residential_low,False
19,22,0.879,0.087,True,5.55,0.572,1,low,residential_low,False
20,22,0.806,0.076,True,4.798,0.598,1,low,residential_low,False
21,22,0.74,0.066,True,4.045,0.624,1,low,residential_low,False
22,22,0.683,0.057,True,3.293,0.648,1,low,residential_low,False
23,22,0.635,0.048,True,2.54,0.672,1,low,residential_low,False
24,22,0.596,0.039,True,1.787,0.695,1,low,residential_low,False
25,22,0.565,0.031,True,1.118,0.714,1,low,residential_low,False
26,22,0.541,0.024,True,1.118,0.7,1,low,residential_low,False
27,22,0.521,0.02,True,1.803,0.653,1,low,residential_low,False
28,22,0.503,0.02,True,2.693,0.595,1,low,residential_low,False
29,22,0.483,0.02,True,3.64,0.535,1,low,residential_low,False
0,23,0.29,0.116,True,2.646,0.589,1,low,residential_low,False
1,23,0.406,0.12,True,2.109,0.629,1,low,residential_low,False
2,23,0.526,0.12,True,1.572,0.668,1,low,residential_low,False
3,23,0.646,0.12,True,1.035,0.708,1,low,residential_low,False
4,23,0.762,0.116,True,0.499,0.746,1,low,residential_low,False
5,23,0.87,0.108,True,0.038,0.781,1,low,residential_low,False
6,23,0.968,0.098,True,0.575,0.767,1,low,residential_low,False
7,23,1.05,0.082,True,1.112,0.752,1,low,residential_low,False
8,23,1.116,0.068,True,1.768,0.73,2,medium,residential_medium,False
9,23,1.164,0.079,True,2.475,0.705,2,medium,residential_medium,False
10,23,1.192,0.088,True,3.182,0.679,2,medium,residential_medium,False
11,23,1.2,0.096,True,3.889,0.651,2,medium,residential_medium,False
12,23,1.19,0.103,True,4.596,0.621,2,medium,residential_medium,False
13,23,1.162,0.107,True,5.303,0.59,2,medium,residential_medium,False
14,23,1.118,0.109,True,6.01,0.557,2,medium,residential_medium,False
15,23,1.063,0.109,True,6.718,0.522,2,medium,residential_medium,False
16,23,0.999,0.107,True,7.425,0.485,2,medium,residential_medium,False
17,23,0.93,0.102,True,7.714,0.467,1,low,residential_low,False
18,23,0.86,0.096,True,6.961,0.497,1,low,residential_low,False
19,23,0.792,0.088,True,6.209,0.525,1,low,residential_low,False
20,23,0.73,0.079,True,5.456,0.553,1,low,residential_low,False
21,23,0.674,0.068,True,4.704,0.579,1,low,residential_low,False
22,23,0.628,0.057,True,3.951,0.604,1,low,residential_low,False
23,23,0.591,0.045,True,3.198,0.629,1,low,residential_low,False
24,23,0.563,0.034,True,2.5,0.65,1,low,residential_low,False
25,23,0.544,0.024,True,2.062,0.658,1,low,residential_low,False
26,23,0.53,0.014,True,2.062,0.645,1,low,residential_low,False
27,23,0.519,0.011,True,2.5,0.61,1,low,residential_low,False
28,23,0.509,0.013,True,3.202,0.562,1,low,residential_low,False
29,23,0.496,0.013,True,4.031,0.507,1,low,residential_low,False
0,24,0.301,0.109,True,1.803,0.62,1,low,residential_low,False
1,24,0.41,0.111,True,1.265,0.659,1,low,residential_low,False
2,24,0.521,0.111,True,0.729,0.698,1,low,residential_low,False
3,24,0.632,0.111,True,0.192,0.737,1,low,residential_low,False
4,24,0.738,0.106,True,0.345,0.742,1,low,residential_low,False
5,24,0.836,0.098,True,0.882,0.728,1,low,residential_low,False
6,24,0.922,0.086,True,1.419,0.713,1,low,residential_low,False
7,24,0.994,0.072,True,1.956,0.697,1,low,residential_low,False
8,24,1.048,0.068,True,2.5,0.681,1,low,residential_low,False
9,24,1.085,0.079,True,3.182,0.656,1,low,residential_low,False
10,24,1.104,0.088,True,3.889,0.629,1,low,residential_low,False
11,24,1.104,0.096,True,4.596,0.601,1,low,residential_low,False
12,24,1.087,0.103,True,5.303,0.571,1,low,residential_low,False
13,24,1.055,0.107,True,6.01,0.539,2,medium,residential_medium,False
14,24,1.009,0.109,True,6.718,0.506,2,medium,residential_medium,False
15,24,0.954,0.109,True,7.425,0.471,1,low,residential_low,False
16,24,0.892,0.107,True,8.132,0.434,1,low,residential_low,False
17,24,0.828,0.102,True,8.372,0.419,1,low,residential_low,False
18,24,0.764,0.096,True,7.62,0.449,1,low,residential_low,False
19,24,0.704,0.088,True,6.867,0.479,1,low,residential_low,False
20,24,0.651,0.079,True,6.115,0.507,1,low,residential_low,False
21,24,0.606,0.068,True,5.362,0.533,1,low,residential_low,False
22,24,0.571,0.058,True,4.61,0.559,1,low,residential_low,False
23,24,0.546,0.048,True,3.905,0.582,1,low,residential_low,False
24,24,0.529,0.037,True,3.354,0.597,1,low,residential_low,False
25,24,0.52,0.027,True,3.041,0.6,1,low,residential_low,False
26,24,0.516,0.017,True,3.041,0.587,1,low,residential_low,False
27,24,0.514,0.008,True,3.354,0.559,1,low,residential_low,False
28,24,0.512,0.006,True,3.905,0.518,1,low,residential_low,False
29,24,0.506,0.01,True,4.61,0.47,0,none,forest,False
0,25,0.307,0.102,True,1.118,0.642,1,low,residential_low,False
1,25,0.409,0.104,True,0.422,0.689,1,low,residential_low,False
2,25,0.513,0.104,True,0.115,0.717,1,low,residential_low,False
3,25,0.615,0.102,True,0.652,0.703,1,low,residential_low,False
4,25,0.712,0.097,True,1.189,0.689,1,low,residential_low,False
5,25,0.799,0.087,True,1.726,0.674,1,low,residential_low,False
6,25,0.875,0.076,True,2.263,0.659,1,low,residential_low,False
7,25,0.936,0.061,True,2.799,0.643,1,low,residential_low,False
8,25,0.98,0.069,True,3.336,0.626,1,low,residential_low,False
9,25,1.007,0.078,True,3.905,0.606,1,low,residential_low,False
10,25,1.016,0.088,True,4.596,0.579,1,low,residential_low,False
11,25,1.008,0.096,True,5.303,0.55,1,low,residential_low,False
12,25,0.985,0.102,True,6.01,0.52,1,low,residential_low,False
13,25,0.948,0.107,True,6.718,0.488,1,low,residential_low,False
14,25,0.901,0.108,True,7.425,0.455,1,low,residential_low,False
15,25,0.846,0.108,True,8.132,0.42,1,low,residential_low,False
16,25,0.786,0.106,True,8.839,0.384,1,low,residential_low,False
17,25,0.726,0.102,True,9.031,0.371,1,low,residential_low,False
18,25,0.669,0.095,True,8.278,0.402,1,low,residential_low,False
19,25,0.617,0.087,True,7.526,0.431,1,low,residential_low,False
20,25,0.573,0.079,True,6.773,0.46,1,low,residential_low,False
21,25,0.538,0.069,True,6.021,0.488,1,low,residential_low,False
22,25,0.513,0.059,True,5.315,0.512,1,low,residential_low,False
23,25,0.498,0.048,True,4.717,0.53,1,low,residential_low,False
24,25,0.492,0.038,True,4.272,0.541,1,low,residential_low,False
25,25,0.493,0.029,True,4.031,0.54,1,low,residential_low,False
26,25,0.499,0.02,True,4.031,0.528,1,low,residential_low,False
27,25,0.506,0.012,True,4.272,0.504,1,low,residential_low,False
28,25,0.512,0.006,True,4.717,0.469,0,none,forest,False
29,25,0.513,0.007,True,5.315,0.427,0,none,forest,False
0,26,0.308,0.096,True,1.118,0.631,1,low,residential_low,False
1,26,0.404,0.097,True,0.5,0.674,1,low,residential_low,False
2,26,0.501,0.097,True,0.959,0.664,1,low,residential_low,False
3,26,0.595,0.094,True,1.496,0.65,1,low,residential_low,False
4,26,0.683,0.088,True,2.032,0.636,1,low,residential_low,False
5,26,0.761,0.078,True,2.569,0.62,1,low,residential_low,False
6,26,0.826,0.065,True,3.106,0.604,1,low,residential_low,False
7,26,0.877,0.06,True,3.643,0.587,1,low,residential_low,False
8,26,0.911,0.069,True,4.18,0.57,1,low,residential_low,False
9,26,0.929,0.078,True,4.717,0.551,1,low,residential_low,False
10,26,0.93,0.086,True,5.315,0.528,1,low,residential_low,False
11,26,0.915,0.093,True,6.01,0.499,1,low,residential_low,False
12,26,0.885,0.1,True,6.718,0.469,1,low,residential_low,False
13,26,0.845,0.103,True,7.425,0.437,1,low,residential_low,False
14,26,0.795,0.106,True,8.132,0.404,1,low,residential_low,False
15,26,0.74,0.106,True,8.839,0.369,1,low,residential_low,False
16,26,0.683,0.103,True,9.546,0.333,1,low,residential_low,False
17,26,0.626,0.1,True,9.689,0.322,1,low,residential_low,False
18,26,0.575,0.094,True,8.937,0.354,1,low,residential_low,False
19,26,0.53,0.087,True,8.184,0.384,1,low,residential_low,False
20,26,0.494,0.079,True,7.433,0.413,1,low,residential_low,False
21,26,0.469,0.069,True,6.727,0.439,1,low,residential_low,False
22,26,0.454,0.059,True,6.103,0.46,1,low,residential_low,False
23,26,0.45,0.051,True,5.59,0.475,1,low,residential_low,False
24,26,0.454,0.041,True,5.22,0.482,1,low,residential_low,False
25,26,0.464,0.032,True,5.025,0.48,1,low,residential_low,False
26,26,0.479,0.025,True,5.025,0.468,1,low,residential_low,False
27,26,0.494,0.017,True,5.22,0.447,1,low,residential_low,False
28,26,0.507,0.013,True,5.59,0.416,0,none,forest,False
29,26,0.514,0.007,True,6.103,0.378,0,none,forest,False
0,27,0.304,0.09,True,1.803,0.587,1,low,residential_low,False
1,27,0.394,0.09,True,1.5,0.614,1,low,residential_low,False
2,27,0.484,0.09,True,1.802,0.611,1,low,residential_low,False
3,27,0.571,0.087,True,2.339,0.597,1,low,residential_low,False
4,27,0.65,0.079,True,2.876,0.582,1,low,residential_low,False
5,27,0.72,0.07,True,3.413,0.566,1,low,residential_low,False
6,27,0.776,0.056,True,3.95,0.549,1,low,residential_low,False
7,27,0.817,0.06,True,4.487,0.532,1,low,residential_low,False
8,27,0.843,0.068,True,5.024,0.514,1,low,residential_low,False
9,27,0.852,0.077,True,5.56,0.495,1,low,residential_low,False
10,27,0.845,0.085,True,6.103,0.474,1,low,residential_low,False
11,27,0.823,0.092,True,6.727,0.448,1,low,residential_low,False
12,27,0.789,0.096,True,7.425,0.418,1,low,residential_low,False
13,27,0.744,0.101,True,8.132,0.386,1,low,residential_low,False
14,27,0.693,0.102,True,8.839,0.353,1,low,residential_low,False
15,27,0.638,0.102,True,9.546,0.318,1,low,residential_low,False
16,27,0.582,0.101,True,10.253,0.282,1,low,residential_low,False
17,27,0.53,0.096,True,10.348,0.274,1,low,residential_low,False
18,27,0.483,0.092,True,9.595,0.306,1,low,residential_low,False
19,27,0.445,0.085,True,8.846,0.336,1,low,residential_low,False
20,27,0.417,0.077,True,8.139,0.364,1,low,residential_low,False
